id,nctn,invn,suffix,tsk,lir,ogtd,cls,controllo_inventario,rifatta,
435,1600000435,16435,,RA,C,Presa,,1,f,
436,1600000436,16436,,RA,C,Frammento di scodella,,1,f,
437,1600000437,16437,,RA,C,Presa,,1,f,
438,1600000438,16438,,RA,C,Scodellone ad orlo rientrante,,1,f,
439,1600000439,16439,,RA,C,Frammento di scodella,,1,f,
440,1600000440,16440,,RA,C,Presa,,1,f,
441,1600000441,16441,,RA,C,Frammento di olla,,1,f,
442,1600000442,16442,,RA,C,Frammento di scodella,,1,f,
443,1600000443,16443,,RA,C,Frammento di scodella,,1,f,
444,1600000444,16444,,RA,C,Frammento di scodella,,1,f,
445,1600000445,16445,,RA,C,Presa,,1,f,
446,1600000446,16446,,RA,C,Frammento di olla,,1,f,
447,1600000447,16447,,RA,C,Presa,,1,f,
448,1600000448,16448,,RA,C,Presa,,1,f,
449,1600000449,16449,,RA,C,Frammento di scodella,,1,f,
450,1600000450,16450,,RA,C,Frammento di scodella,,1,f,
451,1600000451,16451,,RA,C,Frammento di capeduncola,,1,f,
452,1600000452,16452,,RA,C,Presa,,1,f,
453,1600000453,16453,,RA,C,Frammento di scodella,,1,f,
454,1600000454,16454,,RA,C,Frammento di scodella,,1,f,
455,1600000455,16455,,RA,C,Frammento di scodella,,1,f,
456,1600000456,16456,,RA,C,Frammento di scodella,,1,f,
457,1600000457,16457,,RA,C,Presa,,1,f,
458,1600000458,16458,,RA,C,Presa,,1,f,
459,1600000459,16459,,RA,C,Frammento con bugnetta,,1,f,
460,1600000460,16460,,RA,C,Presa,,1,f,
461,1600000461,16461,,RA,C,Frammento di scodella,,1,f,
462,1600000462,16462,,RA,C,Frammento di bugna,,1,f,
463,1600000463,16463,,RA,C,Frammento di pithos,,1,f,
464,1600000464,16464,,RA,C,Frammento di presa,,1,f,
465,1600000465,16465,,RA,C,Frammento di scodella,,1,f,
466,1600000466,16466,,RA,C,Frammento di scodella,,1,f,
467,1600000467,16467,,RA,C,Frammento di tazza,,1,f,
468,1600000468,16468,,RA,C,Frammento di scodella,,1,f,
469,1600000469,16469,,RA,C,Presa,,1,f,
470,1600000470,16470,,RA,C,Presa,,1,f,
471,1600000471,16471,,RA,C,Presa,,1,f,
472,1600000472,16472,,RA,C,Frammento di scodella,,1,f,
473,1600000473,16473,,RA,C,Frammento di scodella,,1,f,
474,1600000474,16474,,RA,C,Frammento di scodella,,1,f,
475,1600000475,16475,,RA,C,Frammento di scodella,,1,f,
476,1600000476,16476,,RA,C,Frammento di boccale,,1,f,
477,1600000477,16477,,RA,C,Ansa a nastro,,1,f,
478,1600000478,16478,,RA,C,Frammento di bollitoio,,1,f,
479,1600000479,16479,,RA,C,Ansa a nastro,,1,f,
480,1600000480,16480,,RA,C,Frammento di scodella,,1,f,
481,1600000481,16481,,RA,C,Presa,,1,f,
482,1600000482,16482,,RA,C,Frammento di situla,,1,f,
483,1600000483,16483,,RA,C,Presa,,1,f,
484,1600000484,16484,,RA,C,Frammento di situla,,1,f,
485,1600000485,16485,,RA,C,Presa,,1,f,
486,1600000486,16486,,RA,C,Frammento di olla,,1,f,
487,1600000487,16487,,RA,C,Presa,,1,f,
488,1600000488,16488,,RA,C,Frammento di olla,,1,f,
489,1600000489,16489,,RA,C,Frammento di scodella,,1,f,
490,1600000490,16490,,RA,C,Presa,,1,f,
491,1600000491,16491,,RA,C,Frammento di situla,,1,f,
492,1600000492,16492,,RA,C,Presa,,1,f,
493,1600000493,16493,,RA,C,Presa,,1,f,
494,1600000494,16494,,RA,C,Frammento di boccale,,1,f,
495,1600000495,16495,,RA,C,Presa,,1,f,
496,1600000496,16496,,RA,C,Frammento di olla,,1,f,
497,1600000497,16497,,RA,C,Frammento di pithos situliforme,,1,f,
498,1600000498,16498,,RA,C,Presa,,1,f,
499,1600000499,16499,,RA,C,Frammento di olla,,1,f,
500,1600000500,16500,,RA,C,Frammento di pithos,,1,f,
501,1600000501,16501,,RA,C,Frammento di parete con presa a lingua,,1,f,
502,1600000502,16502,,RA,C,Frammento di pithos,,1,f,
503,1600000503,16503,,RA,C,Frammento di pithos,,1,f,
504,1600000504,16504,,RA,C,Frammento di parete con presa a linguetta,,1,f,
505,1600000505,16505,,RA,C,Frammento di parete con presa a linguetta,,1,f,
506,1600000506,16506,,RA,C,Frammento di parete con presa a lingua,,1,f,
507,1600000507,16507,,RA,C,Frammento di parete con presa a lingua,,1,f,
508,1600000508,16508,,RA,C,Frammento di pithos,,1,f,
509,1600000509,16509,,RA,C,Frammento di olla,,1,f,
510,1600000510,16510,,RA,C,Frammento di olla,,1,f,
511,1600000511,16511,,RA,C,Frammento di pithos,,1,f,
512,1600000512,16512,,RA,C,Frammento di ansa a nastro,,1,f,
513,1600000513,16513,,RA,C,Frammento di scodella,,1,f,
514,1600000514,16514,,RA,C,Ansa a nastro,,1,f,
515,1600000515,16515,,RA,C,Ansa a nastro,,1,f,
516,1600000516,16516,,RA,C,Ansa a nastro,,1,f,
517,1600000517,16517,,RA,C,Frammento di scodella,,1,f,
518,1600000518,16518,,RA,C,Frammento di scodella,,1,f,
519,1600000519,16519,,RA,C,Ansa a nastro,,1,f,
520,1600000520,16520,,RA,C,Ansa a nastro,,1,f,
521,1600000521,16521,,RA,C,Ansa a nastro,,1,f,
522,1600000522,16522,,RA,C,Frammento di ciotola,,1,f,
523,1600000523,16523,,RA,C,Frammento di scodella,,1,f,
524,1600000524,16524,,RA,C,Frammento di scodella,,1,f,
525,1600000525,16525,,RA,C,Ansa a nastro,,1,f,
526,1600000526,16526,,RA,C,Frammento di ciotola,,1,f,
527,1600000527,16527,,RA,C,Frammento di scodella,,1,f,
528,1600000528,16528,,RA,C,Frammento di scodella,,1,f,
529,1600000529,16529,,RA,C,Ansa a nastro,,1,f,
530,1600000530,16530,,RA,C,Frammento di scodella,,1,f,
531,1600000531,16531,,RA,C,Frammento di scodella,,1,f,
532,1600000532,16532,,RA,C,Frammento di scodella,,1,f,
533,1600000533,16533,,RA,C,Frammento di ciotola,,1,f,
534,1600000534,16534,,RA,C,Frammento di ansa a nastro,,1,f,
535,1600000535,16535,,RA,C,Ansa a nastro,,1,f,
536,1600000536,16536,,RA,C,Frammento di scodella,,1,f,
537,1600000537,16537,,RA,C,Ansa a nastro,,1,f,
538,1600000538,16538,,RA,C,Frammento di scodella,,1,f,
539,1600000539,16539,,RA,C,Frammento di scodella,,1,f,
540,1600000540,16540,,RA,C,Ansa a nastro,,1,f,
541,1600000541,16541,,RA,C,Ansa a nastro,,1,f,
542,1600000542,16542,,RA,C,Frammento di scodella,,1,f,
543,1600000543,16543,,RA,C,Frammento di scodella,,1,f,
544,1600000544,16544,,RA,C,Ansa a nastro,,1,f,
545,1600000545,16545,,RA,C,Frammento di scodella,,1,f,
546,1600000546,16546,,RA,C,Ansa a nastro,,1,f,
547,1600000547,16547,,RA,C,Frammento di scodella,,1,f,
548,1600000548,16548,,RA,C,Ansa a nastro,,1,f,
549,1600000549,16549,,RA,C,Ansa a nastro,,1,f,
550,1600000550,16550,,RA,C,Frammento di scodella,,1,f,
551,1600000551,16551,,RA,C,Ansa a nastro,,1,f,
552,1600000552,16552,,RA,C,Frammento di scodella,,1,f,
553,1600000553,16553,,RA,C,Frammento di ciotola,,1,f,
554,1600000554,16554,,RA,C,Ansa a nastro,,1,f,
555,1600000555,16555,,RA,C,Ansa a nastro,,1,f,
556,1600000556,16556,,RA,C,Frammento di ciotola,,1,f,
557,1600000557,16557,,RA,C,Frammento di scodella,,1,f,
558,1600000558,16558,,RA,C,Frammento di scodella,,1,f,
559,1600000559,16559,,RA,C,Frammento di scodella,,1,f,
560,1600000560,16560,,RA,C,Ansa a nastro,,1,f,
561,1600000561,16561,,RA,C,Ansa a nastro,,1,f,
562,1600000562,16562,,RA,C,Ansa a nastro,,1,f,
563,1600000563,16563,,RA,C,Frammento di scodella,,1,f,
564,1600000564,16564,,RA,C,Frammento di scodella,,1,f,
565,1600000565,16565,,RA,C,Frammento di scodella,,1,f,
566,1600000566,16566,,RA,C,Ansa a nastro,,1,f,
567,1600000567,16567,,RA,C,Ansa a nastro,,1,f,
568,1600000568,16568,,RA,C,Frammento di scodella,,1,f,
569,1600000569,16569,,RA,C,Frammento di scodella,,1,f,
570,1600000570,16570,,RA,C,Frammento di scodella,,1,f,
571,1600000571,16571,,RA,C,Frammento di scodella,,1,f,
572,1600000572,16572,,RA,C,Frammento di scodella,,1,f,
573,1600000573,16573,,RA,C,Frammento di ciotola,,1,f,
574,1600000574,16574,,RA,C,Frammento di scodella,,1,f,
575,1600000575,16575,,RA,C,Frammento di scodella,,1,f,
576,1600000576,16576,,RA,C,Ansa a nastro,,1,f,
577,1600000577,16577,,RA,C,Frammento di scodella,,1,f,
578,1600000578,16578,,RA,C,Frammento di ciotolina,,1,f,
579,1600000579,16579,,RA,C,Ansa a nastro,,1,f,
580,1600000580,16580,,RA,C,Ansa a nastro,,1,f,
581,1600000581,16581,,RA,C,Ansa a nastro,,1,f,
582,1600000582,16582,,RA,C,Frammento di ansa a nastro,,1,f,
583,1600000583,16583,,RA,C,Ansa a nastro,,1,f,
584,1600000584,16584,,RA,C,Frammento di ciotola,,1,f,
585,1600000585,16585,,RA,C,Ansa a nastro,,1,f,
586,1600000586,16586,,RA,C,Frammento di scodella,,1,f,
587,1600000587,16587,,RA,C,Frammento di ciotola,,1,f,
588,1600000588,16588,,RA,C,Ansa a nastro,,1,f,
589,1600000589,16589,,RA,C,Frammento di scodella,,1,f,
590,1600000590,16590,,RA,C,Ansa a nastro,,1,f,
591,1600000591,16591,,RA,C,Frammento di scodella,,1,f,
592,1600000592,16592,,RA,C,Ansa a nastro,,1,f,
593,1600000593,16593,,RA,C,Ansa a nastro,,1,f,
594,1600000594,16594,,RA,C,Ansa a nastro,,1,f,
595,1600000595,16595,,RA,C,Frammento di ciotola,,1,f,
596,1600000596,16596,,RA,C,Ansa a nastro,,1,f,
597,1600000597,16597,,RA,C,Frammento di scodella,,1,f,
598,1600000598,16598,,RA,C,Frammento di scodella,,1,f,
599,1600000599,16599,,RA,C,Ansa a nastro,,1,f,
600,1600000600,16600,,RA,C,Ansa a nastro,,1,f,
601,1600000601,16601,,RA,C,Frammento di scodella,,1,f,
602,1600000602,16602,,RA,C,Frammento di scodella,,1,f,
603,1600000603,16603,,RA,C,Frammento di scodella,,1,f,
604,1600000604,16604,,RA,C,Frammento di tazza,,1,f,
605,1600000605,16605,,RA,C,Frammento di scodella,,1,f,
606,1600000606,16606,,RA,C,Ansa a nastro con cornetti,,1,f,
607,1600000607,16607,,RA,C,Frammento di ciotola,,1,f,
608,1600000608,16608,,RA,C,Frammento di scodella,,1,f,
609,1600000609,16609,,RA,C,Frammento di scodella,,1,f,
610,1600000610,16610,,RA,C,Frammento di scodella,,1,f,
611,1600000611,16611,,RA,C,Frammento di scodella,,1,f,
612,1600000612,16612,,RA,C,Frammento di scodella,,1,f,
613,1600000613,16613,,RA,C,Frammento di ciotola carenata,,1,f,
614,1600000614,16614,,RA,C,Frammento di scodella,,1,f,
615,1600000615,16615,,RA,C,Frammento di ansa a nastro,,1,f,
616,1600000616,16616,,RA,C,Frammento di ansa a nastro,,1,f,
617,1600000617,16617,,RA,C,Frammento di ciotola,,1,f,
618,1600000618,16618,,RA,C,Frammento di tazza,,1,f,
619,1600000619,16619,,RA,C,Frammento di scodella,,1,f,
620,1600000620,16620,,RA,C,Frammento di ciotola,,1,f,
621,1600000621,16621,,RA,C,Frammento di scodella,,1,f,
622,1600000622,16622,,RA,C,Frammento di scodella,,1,f,
623,1600000623,16623,,RA,C,Frammento di scodella,,1,f,
624,1600000624,16624,,RA,C,Frammento di scodella,,1,f,
625,1600000625,16625,,RA,C,Frammento di scodella,,1,f,
626,1600000626,16626,,RA,C,Frammento di capeduncola,,1,f,
627,1600000627,16627,,RA,C,Ansa a nastro con cornetti,,1,f,
628,1600000628,16628,,RA,C,Frammento di scodella,,1,f,
629,1600000629,16629,,RA,C,Frammento di scodella,,1,f,
630,1600000630,16630,,RA,C,Frammento di scodella,,1,f,
631,1600000631,16631,,RA,C,Frammento di scodella,,1,f,
632,1600000632,16632,,RA,C,Frammento di scodella,,1,f,
633,1600000633,16633,,RA,C,Frammento di scodella,,1,f,
634,1600000634,16634,,RA,C,Frammento di scodella,,1,f,
635,1600000635,16635,,RA,C,Frammento di ansa a nastro,,1,f,
636,1600000636,16636,,RA,C,Frammento di ansa a nastro,,1,f,
637,1600000637,16637,,RA,C,Ansa a nastro,,1,f,
638,1600000638,16638,,RA,C,Frammento di scodella,,1,f,
639,1600000639,16639,,RA,C,Ansa a nastro,,1,f,
640,1600000640,16640,,RA,C,Frammento di scodella,,1,f,
641,1600000641,16641,,RA,C,Frammento di scodella,,1,f,
642,1600000642,16642,,RA,C,Frammento di scodella,,1,f,
643,1600000643,16643,,RA,C,Frammento di scodella,,1,f,
644,1600000644,16644,,RA,C,Frammento di capeduncola,,1,f,
645,1600000645,16645,,RA,C,Frammento di scodella,,1,f,
646,1600000646,16646,,RA,C,Ansa a nastro,,1,f,
647,1600000647,16647,,RA,C,Ansa a nastro,,1,f,
648,1600000648,16648,,RA,C,Frammento di scodella,,1,f,
649,1600000649,16649,,RA,C,Frammento di scodella,,1,f,
650,1600000650,16650,,RA,C,Ansa a nastro,,1,f,
651,1600000651,16651,,RA,C,Frammento di scodella,,1,f,
652,1600000652,16652,,RA,C,Frammento di ciotola,,1,f,
653,1600000653,16653,,RA,C,Frammento di scodella,,1,f,
654,1600000654,16654,,RA,C,Frammento di scodella,,1,f,
655,1600000655,16655,,RA,C,Frammento di scodella,,1,f,
656,1600000656,16656,,RA,C,Frammento di ciotola,,1,f,
657,1600000657,16657,,RA,C,Frammento con ansa a nastro,,1,f,
658,1600000658,16658,,RA,C,Frammento di ciotola,,1,f,
659,1600000659,16659,,RA,C,Frammento di scodella,,1,f,
660,1600000660,16660,,RA,C,Frammento di scodella,,1,f,
661,1600000661,16661,,RA,C,Frammento di scodella,,1,f,
662,1600000662,16662,,RA,C,Frammento di scodella,,1,f,
663,1600000663,16663,,RA,C,Frammento di scodella,,1,f,
664,1600000664,16664,,RA,C,Frammento di scodella,,1,f,
665,1600000665,16665,,RA,C,Frammento di scodella,,1,f,
666,1600000666,16666,,RA,C,Frammento di scodella,,1,f,
667,1600000667,16667,,RA,C,Frammento di scodella,,1,f,
668,1600000668,16668,,RA,C,Frammento di scodella,,1,f,
669,1600000669,16669,,RA,C,Ansa a nastro,,1,f,
670,1600000670,16670,,RA,C,Ansa a nastro,,1,f,
671,1600000671,16671,,RA,C,Frammento di olla,,1,f,
672,1600000672,16672,,RA,C,Frammento di scodella,,1,f,
673,1600000673,16673,,RA,C,Ansa a nastro,,1,f,
674,1600000674,16674,,RA,C,Ansa a nastro,,1,f,
675,1600000675,16675,,RA,C,Ansa a nastro,,1,f,
676,1600000676,16676,,RA,C,Ansa a nastro,,1,f,
677,1600000677,16677,,RA,C,Ansa a nastro,,1,f,
678,1600000678,16678,,RA,C,Ansa a nastro,,1,f,
679,1600000679,16679,,RA,C,Frammento di olla,,1,f,
680,1600000680,16680,,RA,C,Ansa a nastro,,1,f,
681,1600000681,16681,,RA,C,Ansa a nastro,,1,f,
682,1600000682,16682,,RA,C,Frammento con ansetta,,1,f,
683,1600000683,16683,,RA,C,Ansa a nastro,,1,f,
684,1600000684,16684,,RA,C,Frammento di olla,,1,f,
685,1600000685,16685,,RA,C,Frammento di boccale,,1,f,
686,1600000686,16686,,RA,C,Frammento di olla,,1,f,
687,1600000687,16687,,RA,C,Frammento di scodella,,1,f,
688,1600000688,16688,,RA,C,Ansa a nastro,,1,f,
689,1600000689,16689,,RA,C,Frammento di ansa a nastro,,1,f,
690,1600000690,16690,,RA,C,Frammento di scodella,,1,f,
691,1600000691,16691,,RA,C,Frammento di brocchetta,,1,f,
692,1600000692,16692,,RA,C,Frammento di olla,,1,f,
693,1600000693,16693,,RA,C,Frammento di ciotola,,1,f,
694,1600000694,16694,,RA,C,Frammento di boccale,,1,f,
695,1600000695,16695,,RA,C,Frammento di olla,,1,f,
696,1600000696,16696,,RA,C,Frammento di scodella,,1,f,
697,1600000697,16697,,RA,C,Frammento di boccale,,1,f,
698,1600000698,16698,,RA,C,Frammento di olla,,1,f,
699,1600000699,16699,,RA,C,Frammento di boccale,,1,f,
700,1600000700,16700,,RA,C,Frammento di scodella,,1,f,
701,1600000701,16701,,RA,C,Frammento di parete con ansa a nastro,,1,f,
702,1600000702,16702,,RA,C,Ansa a nastro,,1,f,
703,1600000703,16703,,RA,C,Frammento di boccale,,1,f,
704,1600000704,16704,,RA,C,Frammento di parete con ansa a nastro,,1,f,
705,1600000705,16705,,RA,C,Ansa a nastro,,1,f,
706,1600000706,16706,,RA,C,Ansa a nastro,,1,f,
707,1600000707,16707,,RA,C,Frammento di parete con ansa a nastro,,1,f,
708,1600000708,16708,,RA,C,Ansa a nastro,,1,f,
709,1600000709,16709,,RA,C,Ansa a nastro,,1,f,
710,1600000710,16710,,RA,C,Ansa a nastro,,1,f,
711,1600000711,16711,,RA,C,Frammento di olla,,1,f,
712,1600000712,16712,,RA,C,Ansa a nastro,,1,f,
713,1600000713,16713,,RA,C,Frammento di olla,,1,f,
714,1600000714,16714,,RA,C,Ansa a nastro,,1,f,
715,1600000715,16715,,RA,C,Frammento di olla,,1,f,
716,1600000716,16716,,RA,C,Frammento di scodella,,1,f,
717,1600000717,16717,,RA,C,Frammento di boccale,,1,f,
718,1600000718,16718,,RA,C,Frammento di olla,,1,f,
719,1600000719,16719,,RA,C,Frammento di boccale,,1,f,
720,1600000720,16720,,RA,C,Frammento di olla,,1,f,
721,1600000721,16721,,RA,C,Ansa a nastro,,1,f,
722,1600000722,16722,,RA,C,Frammento di olla,,1,f,
723,1600000723,16723,,RA,C,Ansa a nastro,,1,f,
724,1600000724,16724,,RA,C,Ansa a nastro,,1,f,
725,1600000725,16725,,RA,C,Frammento di olla,,1,f,
726,1600000726,16726,,RA,C,Ansa a nastro,,1,f,
727,1600000727,16727,,RA,C,Frammento di parete con ansa a nastro,,1,f,
728,1600000728,16728,,RA,C,Ansa a nastro,,1,f,
729,1600000729,16729,,RA,C,Frammento di parete con ansa a nastro,,1,f,
730,1600000730,16730,,RA,C,Frammento di parete con ansa a nastro,,1,f,
731,1600000731,16731,,RA,C,Ansa a nastro,,1,f,
732,1600000732,16732,,RA,C,Frammento di parete con ansa a nastro,,1,f,
733,1600000733,16733,,RA,C,Ansa a nastro,,1,f,
734,1600000734,16734,,RA,C,Ansa a nastro,,1,f,
735,1600000735,16735,,RA,C,Frammento di parete con ansa a nastro,,1,f,
736,1600000736,16736,,RA,C,Frammento di parete con ansa a nastro,,1,f,
737,1600000737,16737,,RA,C,Frammento di parete con ansa a nastro,,1,f,
738,1600000738,16738,,RA,C,Ansa a nastro,,1,f,
739,1600000739,16739,,RA,C,Frammento di parete con ansa a nastro,,1,f,
740,1600000740,16740,,RA,C,Frammento di parete con ansa a nastro,,1,f,
741,1600000741,16741,,RA,C,Ansa a nastro,,1,f,
742,1600000742,16742,,RA,C,Ansa a nastro,,1,f,
743,1600000743,16743,,RA,C,Frammento di olla,,1,f,
744,1600000744,16744,,RA,C,Ansa a nastro,,1,f,
745,1600000745,16745,,RA,C,Ansa a nastro,,1,f,
746,1600000746,16746,,RA,C,Frammento di parete con ansa a nastro,,1,f,
747,1600000747,16747,,RA,C,Frammento di parete con ansa a nastro,,1,f,
748,1600000748,16748,,RA,C,Ansa a nastro,,1,f,
749,1600000749,16749,,RA,C,Frammento di parete con ansa a nastro,,1,f,
750,1600000750,16750,,RA,C,Frammento di olla,,1,f,
751,1600000751,16751,,RA,C,Frammento di olla,,1,f,
752,1600000752,16752,,RA,C,Frammento di olla,,1,f,
753,1600000753,16753,,RA,C,Frammento di ciotola,,1,f,
754,1600000754,16754,,RA,C,Frammento di ciotola,,1,f,
755,1600000755,16755,,RA,C,Frammento di olla,,1,f,
756,1600000756,16756,,RA,C,Frammento di parete con ansa a nastro,,1,f,
757,1600000757,16757,,RA,C,Frammento di parete con ansa a nastro,,1,f,
758,1600000758,16758,,RA,C,Frammento di parete con ansa a nastro,,1,f,
759,1600000759,16759,,RA,C,Ansa a nastro,,1,f,
760,1600000760,16760,,RA,C,Ansa a nastro,,1,f,
761,1600000761,16761,,RA,C,Frammento di olla,,1,f,
762,1600000762,16762,,RA,C,Frammento di parete con ansa a nastro,,1,f,
763,1600000763,16763,,RA,C,Frammento di olla,,1,f,
764,1600000764,16764,,RA,C,Frammento di parete con ansa a nastro,,1,f,
765,1600000765,16765,,RA,C,Frammento di olla,,1,f,
766,1600000766,16766,,RA,C,Ansa a nastro,,1,f,
767,1600000767,16767,,RA,C,Ansa a nastro,,1,f,
768,1600000768,16768,,RA,C,Ansa a nastro,,1,f,
769,1600000769,16769,,RA,C,Frammento di ciotola,,1,f,
770,1600000770,16770,,RA,C,Frammento di parete con ansa a nastro,,1,f,
771,1600000771,16771,,RA,C,Ansa a nastro,,1,f,
772,1600000772,16772,,RA,C,Frammento di olla,,1,f,
773,1600000773,16773,,RA,C,Frammento di parete con ansa a nastro,,1,f,
774,1600000774,16774,,RA,C,Frammento di parete con ansa a nastro,,1,f,
775,1600000775,16775,,RA,C,Frammento di parete con ansa a nastro,,1,f,
776,1600000776,16776,,RA,C,Frammento di parete con ansa a nastro,,1,f,
777,1600000777,16777,,RA,C,Frammento di olla,,1,f,
778,1600000778,16778,,RA,C,Ansa a nastro,,1,f,
779,1600000779,16779,,RA,C,Ansa a nastro,,1,f,
780,1600000780,16780,,RA,C,Ansa a nastro,,1,f,
781,1600000781,16781,,RA,C,Ansa a nastro,,1,f,
782,1600000782,16782,,RA,C,Ansa a nastro,,1,f,
783,1600000783,16783,,RA,C,Frammento di olla,,1,f,
784,1600000784,16784,,RA,C,Frammento di parete con ansa a nastro,,1,f,
785,1600000785,16785,,RA,C,Frammento di parete con ansa a nastro,,1,f,
786,1600000786,16786,,RA,C,Frammento di ciotola,,1,f,
787,1600000787,16787,,RA,C,Frammento di parete con ansa a nastro,,1,f,
788,1600000788,16788,,RA,C,Frammento di olla,,1,f,
789,1600000789,16789,,RA,C,Ansa a nastro,,1,f,
790,1600000790,16790,,RA,C,Frammento di parete con ansa a nastro,,1,f,
791,1600000791,16791,,RA,C,Frammento di parete con ansa a nastro,,1,f,
792,1600000792,16792,,RA,C,Ansa a nastro,,1,f,
793,1600000793,16793,,RA,C,Frammento di parete con ansa a nastro,,1,f,
794,1600000794,16794,,RA,C,Frammento di olla,,1,f,
795,1600000795,16795,,RA,C,Frammento di parete con ansa a nastro,,1,f,
796,1600000796,16796,,RA,C,Frammento di parete con ansa a nastro,,1,f,
797,1600000797,16797,,RA,C,Ansa a nastro,,1,f,
798,1600000798,16798,,RA,C,Frammento di parete con ansa a nastro,,1,f,
799,1600000799,16799,,RA,C,Ansa a nastro,,1,f,
800,1600000800,16800,,RA,C,Ansa a nastro,,1,f,
801,1600000801,16801,,RA,C,Frammento di olla,,1,f,
802,1600000802,16802,,RA,C,Frammento di parete con ansa a nastro,,1,f,
803,1600000803,16803,,RA,C,Frammento di pithos,,1,f,
804,1600000804,16804,,RA,C,Ansa a nastro,,1,f,
805,1600000805,16805,,RA,C,Ansa a nastro,,1,f,
806,1600000806,16806,,RA,C,Frammento di parete con presa,,1,f,
807,1600000807,16807,,RA,C,Frammento di olla,,1,f,
808,1600000808,16808,,RA,C,Fusaiola,,1,f,
809,1600000809,16809,,RA,C,Fusaiola,,1,f,
810,1600000810,16810,,RA,C,Fusaiola,,1,f,
811,1600000811,16811,,RA,C,Fusaiola,,1,f,
812,1600000812,16812,,RA,C,Fusaiola,,1,f,
813,1600000813,16813,,RA,C,Fusaiola,,1,f,
814,1600000814,16814,,RA,C,Fusaiola,,1,f,
815,1600000815,16815,,RA,C,Fusaiola,,1,f,
816,1600000816,16816,,RA,C,Fusaiola,,1,f,
817,1600000817,16817,,RA,C,Fusaiola,,1,f,
818,1600000818,16818,,RA,C,Fusaiola,,1,f,
819,1600000819,16819,,RA,C,Fusaiola,,1,f,
820,1600000820,16820,,RA,C,Fusaiola,,1,f,
821,1600000821,16821,,RA,C,Fusaiola,,1,f,
822,1600000822,16822,,RA,C,Fusaiola,,1,f,
823,1600000823,16823,,RA,C,Fusaiola,,1,f,
824,1600000824,16824,,RA,C,Fusaiola,,1,f,
825,1600000825,16825,,RA,C,Fusaiola,,1,f,
826,1600000826,16826,,RA,C,Fusaiola,,1,f,
827,1600000827,16827,,RA,C,Fusaiola,,1,f,
828,1600000828,16828,,RA,C,Fusaiola,,1,f,
829,1600000829,16829,,RA,C,Fusaiola,,1,f,
830,1600000830,16830,,RA,C,Fusaiola,,1,f,
831,1600000831,16831,,RA,C,Fusaiola,,1,f,
832,1600000832,16832,,RA,C,Fusaiola,,1,f,
833,1600000833,16833,,RA,C,Fusaiola,,1,f,
834,1600000834,16834,,RA,C,Fusaiola,,1,f,
835,1600000835,16835,,RA,C,Fusaiola,,1,f,
836,1600000836,16836,,RA,C,Fusaiola,,1,f,
837,1600000837,16837,,RA,C,Fusaiola,,1,f,
838,1600000838,16838,,RA,C,Fusaiola,,1,f,
839,1600000839,16839,,RA,C,Fusaiola,,1,f,
840,1600000840,16840,,RA,C,Vago di collana,,1,f,
841,1600000841,16841,,RA,C,Fusaiola,,1,f,
842,1600000842,16842,,RA,C,Peso,,1,f,
843,1600000843,16843,,RA,C,Fusaiola,,1,f,
844,1600000844,16844,,RA,C,Fusaiola,,1,f,
845,1600000845,16845,,RA,C,Fusaiola,,1,f,
846,1600000846,16846,,RA,C,Fusaiola,,1,f,
847,1600000847,16847,,RA,C,Disco fittile,,1,f,
848,1600000848,16848,,RA,C,Rotula-amuleto,,1,f,
849,1600000849,16849,,RA,C,Rotula-amuleto,,1,f,
850,1600000850,16850,,RA,C,Rotula-amuleto,,1,f,
851,1600000851,16851,,RA,C,Rotula-amuleto,,1,f,
852,1600000852,16852,,RA,C,Disco litico,,1,f,
853,1600000853,16853,,RA,C,Fusaiola,,1,f,
854,1600000854,16854,,RA,C,Fusaiola,,1,f,
855,1600000855,16855,,RA,C,Fusaiola,,1,f,
856,1600000856,16856,,RA,C,Rotula-amuleto,,1,f,
857,1600000857,16857,,RA,C,Fusaiola,,1,f,
858,1600000858,16858,,RA,C,Rotula-amuleto,,1,f,
