id,nctn,invn,suffix,tsk,lir,ogtd,cls,controllo_inventario,rifatta,
8615,1600008615,19621,,RA,C,Fibula,,1,f,
8616,1600008616,19622,,RA,C,Fibula,,1,f,
8617,1600008617,19623,,RA,C,Fibula,,1,f,
8618,1600008618,19624,,RA,C,Nettaorecchie,,1,f,
8619,1600008619,19625,,RA,C,Nettaorecchie,,1,f,
8620,1600008620,19626,,RA,C,Anello,,1,f,
8621,1600008621,19627,,RA,C,Bracciale,,1,f,
8622,1600008622,19628,,RA,C,Bracciale,,1,f,
8623,1600008623,19629,,RA,C,Bracciale,,1,f,
8624,1600008624,19630,,RA,C,Bracciale,,1,f,
8625,1600008625,19631,,RA,C,Bracciale,,1,f,
8626,1600008626,19632,,RA,C,Bracciale,,1,f,
8627,1600008627,19633,,RA,C,Bracciale,,1,f,
8628,1600008628,19634,,RA,C,Bracciale,,1,f,
8629,1600008629,19635,,RA,C,Bracciale,,1,f,
8630,1600008630,19636,,RA,C,Bracciale,,1,f,
8631,1600008631,19637,,RA,C,Bracciale,,1,f,
8632,1600008632,19638,,RA,C,Bracciale,,1,f,
8633,1600008633,19639,,RA,C,Bracciale,,1,f,
8634,1600008634,19640,,RA,C,Bracciale,,1,f,
8635,1600008635,19641,,RA,C,Bracciale,,1,f,
8636,1600008636,19642,,RA,C,Bracciale,,1,f,
8637,1600008637,19643,,RA,C,Bracciale,,1,f,
8638,1600008638,19644,,RA,C,Bracciale,,1,f,
8639,1600008639,19645,,RA,C,Bracciale,,1,f,
8640,1600008640,19646,,RA,C,Bracciale,,1,f,
8641,1600008641,19647,,RA,C,Bracciale,,1,f,
8642,1600008642,19648,,RA,C,Bracciale,,1,f,
8643,1600008643,19649,,RA,C,Bracciale,,1,f,
8644,1600008644,19650,,RA,C,Bracciale,,1,f,
8645,1600008645,19651,,RA,C,Bracciale,,1,f,
8646,1600008646,19652,,RA,C,Bracciale,,1,f,
8647,1600008647,19653,,RA,C,Torques,,1,f,
8648,1600008648,19654,,RA,C,Torques,,1,f,
8649,1600008649,19655,,RA,C,Torques,,1,f,
8650,1600008650,19656,,RA,C,Anello,,1,f,
8651,1600008651,19657,,RA,C,Anello,,1,f,
8652,1600008652,19658,,RA,C,Anello,,1,f,
8653,1600008653,19659,,RA,C,Anello digitale,,1,f,
8654,1600008654,19660,,RA,C,Anello digitale,,1,f,
8655,1600008655,19661,,RA,C,Anello digitale,,1,f,
8656,1600008656,19662,,RA,C,Anello digitale,,1,f,
8657,1600008657,19663,,RA,C,Anello digitale,,1,f,
8658,1600008658,19664,,RA,C,Coppia di ganci di cinturone,,1,f,
8659,1600008659,19665,,RA,C,Coppia di ganci di cinturone,,1,f,
8660,1600008660,19666,,RA,C,Pendaglio,,1,f,
8661,1600008661,19667,,RA,C,Pendaglio,,1,f,
8662,1600008662,19668,,RA,C,Vago di collana,,1,f,
8663,1600008663,19669,,RA,C,Punta di lancia,,1,f,
8664,1600008664,19670,,RA,C,Punta di lancia,,1,f,
8665,1600008665,19671,,RA,C,Cuspide di lancia,,1,f,
8666,1600008666,19672,,RA,C,Coltello,,1,f,
8667,1600008667,19673,,RA,C,Brocca,,1,f,
8668,1600008668,19674,,RA,C,Brocca,,1,f,
8669,1600008669,19675,,RA,C,Brocca,,1,f,
8670,1600008670,19676,,RA,C,Brocca,,1,f,
8671,1600008671,19677,,RA,C,Brocca,,1,f,
8672,1600008672,19678,,RA,C,Brocca,,1,f,
8673,1600008673,19679,,RA,C,Kantharos,,1,f,
8674,1600008674,19680,,RA,C,Brocca acroma,,1,f,
8675,1600008675,19681,,RA,C,Brocca,,1,f,
8676,1600008676,19682,,RA,C,Brocca,,1,f,
8677,1600008677,19683,,RA,C,Brocca,,1,f,
8678,1600008678,19684,,RA,C,Brocca,,1,f,
8679,1600008679,19685,,RA,C,Brocca,,1,f,
8680,1600008680,19686,,RA,C,Brocca,,1,f,
8681,1600008681,19687,,RA,C,Brocca,,1,f,
8682,1600008682,19688,,RA,C,Brocca,,1,f,
8683,1600008683,19689,,RA,C,Brocca,,1,f,
8684,1600008684,19690,,RA,C,Brocca,,1,f,
8685,1600008685,19691,,RA,C,Brocca,,1,f,
8686,1600008686,19692,,RA,C,Brocca,,1,f,
8687,1600008687,19693,,RA,C,Brocca acroma,,1,f,
8688,1600008688,19694,,RA,C,Brocca,,1,f,
8689,1600008689,19695,,RA,C,Brocca,,1,f,
8690,1600008690,19696,,RA,C,Brocca,,1,f,
8691,1600008691,19697,,RA,C,Kantharos acromo,,1,f,
8692,1600008692,19698,,RA,C,Brocca,,1,f,
8693,1600008693,19699,,RA,C,Bicchiere monoansato,,1,f,
8694,1600008694,19700,,RA,C,Tazza monoansata,,1,f,
8695,1600008695,19701,,RA,C,Tazza monoansata,,1,f,
8696,1600008696,19702,,RA,C,Cratere,,1,f,
8697,1600008697,19703,,RA,C,Cratere,,1,f,
8698,1600008698,19704,,RA,C,Cratere,,1,f,
8699,1600008699,19705,,RA,C,Cratere,,1,f,
8700,1600008700,19706,,RA,C,Stamnos,,1,f,
8701,1600008701,19707,,RA,C,Cratere,,1,f,
8702,1600008702,19708,,RA,C,Cratere,,1,f,
8703,1600008703,19709,,RA,C,Kantharos,,1,f,
8704,1600008704,19710,,RA,C,Kantharos,,1,f,
8705,1600008705,19711,,RA,C,Kantharos,,1,f,
8706,1600008706,19712,,RA,C,Brocca,,1,f,
8707,1600008707,19713,,RA,C,Brocca,,1,f,
8708,1600008708,19714,,RA,C,Oinochoe trilobata,,1,f,
8709,1600008709,19715,,RA,C,Oinochoe trilobata,,1,f,
8710,1600008710,19716,,RA,C,Brocca monoansata,,1,f,
8711,1600008711,19717,,RA,C,Brocca monoansata acroma,,1,f,
8712,1600008712,19718,,RA,C,Olla monoansata acroma,,1,f,
8713,1600008713,19719,,RA,C,Olla monoansata acroma,,1,f,
8714,1600008714,19720,,RA,C,Olla monoansata acroma,,1,f,
8715,1600008715,19721,,RA,C,Brocca monoansata,,1,f,
8716,1600008716,19722,,RA,C,Brocca monoansata acroma,,1,f,
8717,1600008717,19723,,RA,C,Olpe acroma,,1,f,
8718,1600008718,19724,,RA,C,Olla monoansata acroma,,1,f,
8719,1600008719,19725,,RA,C,Olla monoansata acroma,,1,f,
8720,1600008720,19726,,RA,C,Kylix di tipo ionico,,1,f,
8721,1600008721,19727,,RA,C,Kylix di tipo ionico,,1,f,
8722,1600008722,19728,,RA,C,Kylix di tipo ionico,,1,f,
8723,1600008723,19729,,RA,C,Kylix a vernice nera,,1,f,
8724,1600008724,19730,,RA,C,Kylix skyphoidale attica a vernice nera,,1,f,
8725,1600008725,19731,,RA,C,Kylix skyphoidale attica a vernice nera,,1,f,
8726,1600008726,19732,,RA,C,Kylix skyphoidale attica a vernice nera,,1,f,
8727,1600008727,19733,,RA,C,Coppa,,1,f,
8728,1600008728,19734,,RA,C,Coppa,,1,f,
8729,1600008729,19735,,RA,C,Coppa a vernice nera,,1,f,
8730,1600008730,19736,,RA,C,Coppa,,1,f,
8731,1600008731,19737,,RA,C,Coppa monoansata,,1,f,
8732,1600008732,19738,,RA,C,Coppa monoansata,,1,f,
8733,1600008733,19739,,RA,C,Coppa monoansata,,1,f,
8734,1600008734,19740,,RA,C,Coppa monoansata,,1,f,
8735,1600008735,19741,,RA,C,Coppa monoansata,,1,f,
8736,1600008736,19742,,RA,C,Coppa monoansata,,1,f,
8737,1600008737,19743,,RA,C,Coppa monoansata,,1,f,
8738,1600008738,19744,,RA,C,Skyphos attico a vernice nera,,1,f,
8739,1600008739,19745,,RA,C,Skyphos a vernice nera,,1,f,
8740,1600008740,19746,,RA,C,Skyphos a vernice nera,,1,f,
8741,1600008741,19747,,RA,C,Oinochoe trilobata a vernice nera,,1,f,
8742,1600008742,19748,,RA,C,Kantharos miniaturistico a vernice nera,,1,f,
8743,1600008743,19749,,RA,C,Kantharos miniaturistico,,1,f,
8744,1600008744,19750,,RA,C,Kantharos miniaturistico,,1,f,
8745,1600008745,19751,,RA,C,Brocca miniaturistica a vernice nera,,1,f,
8746,1600008746,19752,,RA,C,Brocca miniaturistica a vernice nera,,1,f,
8747,1600008747,19753,,RA,C,Bicchiere monoansato miniaturistico acromo,,1,f,
8748,1600008748,19754,,RA,C,Bicchiere monoansato miniaturistico acromo,,1,f,
8749,1600008749,19755,,RA,C,Bicchiere monoansato miniaturistico acromo,,1,f,
8750,1600008750,19756,,RA,C,Oscillum,,1,f,
8751,1600008751,19757,,RA,C,Oscillum,,1,f,
8752,1600008752,19758,,RA,C,Oscillum,,1,f,
8753,1600008753,19759,,RA,C,Oscillum,,1,f,
8754,1600008754,19760,,RA,C,Oscillum,,1,f,
8755,1600008755,19761,,RA,C,Oscillum,,1,f,
8756,1600008756,19762,,RA,C,Oscillum,,1,f,
8757,1600008757,19763,,RA,C,Oscillum,,1,f,
8758,1600008758,19764,,RA,C,Oscillum,,1,f,
8759,1600008759,19765,,RA,C,Oscillum,,1,f,
8760,1600008760,19766,,RA,C,Oscillum,,1,f,
8761,1600008761,19767,,RA,C,Oscillum,,1,f,
8762,1600008762,19768,,RA,C,Oscillum,,1,f,
8763,1600008763,19769,,RA,C,Oscillum,,1,f,
8764,1600008764,19770,,RA,C,Oscillum,,1,f,
8765,1600008765,19771,,RA,C,Oscillum,,1,f,
8766,1600008766,19772,,RA,C,Oscillum,,1,f,
8767,1600008767,19773,,RA,C,Oscillum,,1,f,
8768,1600008768,19774,,RA,C,Oscillum,,1,f,
8769,1600008769,19775,,RA,C,Oscillum,,1,f,
8770,1600008770,19776,,RA,C,Oscillum,,1,f,
8771,1600008771,19777,,RA,C,Oscillum,,1,f,
8772,1600008772,19778,,RA,C,Oscillum,,1,f,
8773,1600008773,19779,,RA,C,Oscillum,,1,f,
8774,1600008774,19780,,RA,C,Oscillum,,1,f,
8775,1600008775,19781,,RA,C,Oscillum,,1,f,
8776,1600008776,19782,,RA,C,Oscillum,,1,f,
8777,1600008777,19783,,RA,C,Oscillum,,1,f,
8778,1600008778,19784,,RA,C,Oscillum,,1,f,
8779,1600008779,19785,,RA,C,Oscillum,,1,f,
8780,1600008780,19786,,RA,C,Oscillum,,1,f,
8781,1600008781,19787,,RA,C,Oscillum,,1,f,
8782,1600008782,19788,,RA,C,Oscillum,,1,f,
8783,1600008783,19789,,RA,C,Oscillum,,1,f,
8784,1600008784,19790,,RA,C,Oscillum,,1,f,
8785,1600008785,19791,,RA,C,Oscillum,,1,f,
8786,1600008786,19792,,RA,C,Oscillum,,1,f,
8787,1600008787,19793,,RA,C,Oscillum,,1,f,
8788,1600008788,19794,,RA,C,Oscillum,,1,f,
8789,1600008789,19795,,RA,C,Oscillum,,1,f,
8790,1600008790,19796,,RA,C,Oscillum,,1,f,
8791,1600008791,19797,,RA,C,Oscillum,,1,f,
8792,1600008792,19798,,RA,C,Oscillum,,1,f,
8793,1600008793,19799,,RA,C,Oscillum,,1,f,
8794,1600008794,19800,,RA,C,Oscillum,,1,f,
8795,1600008795,19801,,RA,C,Oscillum,,1,f,
8796,1600008796,19802,,RA,C,Oscillum,,1,f,
8797,1600008797,19803,,RA,C,Oscillum,,1,f,
8798,1600008798,19804,,RA,C,Oscillum,,1,f,
8799,1600008799,19805,,RA,C,Oscillum,,1,f,
8800,1600008800,19806,,RA,C,Oscillum,,1,f,
8801,1600008801,19807,,RA,C,Oscillum,,1,f,
8802,1600008802,19808,,RA,C,Oscillum,,1,f,
8803,1600008803,19809,,RA,C,Oscillum,,1,f,
8804,1600008804,19810,,RA,C,Oscillum,,1,f,
8805,1600008805,19811,,RA,C,Oscillum,,1,f,
8806,1600008806,19812,,RA,C,Oscillum,,1,f,
8807,1600008807,19813,,RA,C,Oscillum,,1,f,
8808,1600008808,19814,,RA,C,Oscillum,,1,f,
8809,1600008809,19815,,RA,C,Oscillum,,1,f,
8810,1600008810,19816,,RA,C,Oscillum,,1,f,
8811,1600008811,19817,,RA,C,Oscillum,,1,f,
8812,1600008812,19818,,RA,C,Oscillum,,1,f,
8813,1600008813,19819,,RA,C,Oscillum,,1,f,
8814,1600008814,19820,,RA,C,Oscillum,,1,f,
8815,1600008815,19821,,RA,C,Oscillum,,1,f,
8816,1600008816,19822,,RA,C,Oscillum,,1,f,
8817,1600008817,19823,,RA,C,Oscillum,,1,f,
8818,1600008818,19824,,RA,C,Oscillum,,1,f,
8819,1600008819,19825,,RA,C,Oscillum,,1,f,
8820,1600008820,19826,,RA,C,Oscillum,,1,f,
8821,1600008821,19827,,RA,C,Oscillum,,1,f,
8822,1600008822,19828,,RA,C,Oscillum,,1,f,
8823,1600008823,19829,,RA,C,Oscillum,,1,f,
8824,1600008824,19830,,RA,C,Oscillum,,1,f,
8825,1600008825,19831,,RA,C,Oscillum,,1,f,
8826,1600008826,19832,,RA,C,Oscillum,,1,f,
8827,1600008827,19833,,RA,C,Oscillum,,1,f,
8828,1600008828,19834,,RA,C,Oscillum,,1,f,
8829,1600008829,19835,,RA,C,Oscillum,,1,f,
8830,1600008830,19836,,RA,C,Oscillum,,1,f,
8831,1600008831,19837,,RA,C,Oscillum,,1,f,
8832,1600008832,19838,,RA,C,Oscillum,,1,f,
8833,1600008833,19839,,RA,C,Oscillum,,1,f,
8834,1600008834,19840,,RA,C,Oscillum,,1,f,
8835,1600008835,19841,,RA,C,Oscillum,,1,f,
8836,1600008836,19842,,RA,C,Oscillum,,1,f,
8837,1600008837,19843,,RA,C,Oscillum,,1,f,
8838,1600008838,19844,,RA,C,Oscillum,,1,f,
8839,1600008839,19845,,RA,C,Oscillum,,1,f,
8840,1600008840,19846,,RA,C,Oscillum,,1,f,
8841,1600008841,19847,,RA,C,Oscillum,,1,f,
8842,1600008842,19848,,RA,C,Oscillum,,1,f,
8843,1600008843,19849,,RA,C,Oscillum,,1,f,
8844,1600008844,19850,,RA,C,Oscillum,,1,f,
8845,1600008845,19851,,RA,C,Oscillum,,1,f,
8846,1600008846,19852,,RA,C,Oscillum,,1,f,
8847,1600008847,19853,,RA,C,Oscillum,,1,f,
8848,1600008848,19854,,RA,C,Oscillum,,1,f,
8849,1600008849,19855,,RA,C,Oscillum,,1,f,
8850,1600008850,19856,,RA,C,Oscillum,,1,f,
8851,1600008851,19857,,RA,C,Oscillum,,1,f,
8852,1600008852,19858,,RA,C,Oscillum,,1,f,
8853,1600008853,19859,,RA,C,Oscillum,,1,f,
8854,1600008854,19860,,RA,C,Oscillum,,1,f,
8855,1600008855,19861,,RA,C,Oscillum,,1,f,
8856,1600008856,19862,,RA,C,Oscillum,,1,f,
8857,1600008857,19863,,RA,C,Oscillum,,1,f,
8858,1600008858,19864,,RA,C,Oscillum,,1,f,
8859,1600008859,19865,,RA,C,Oscillum,,1,f,
8860,1600008860,19866,,RA,C,Oscillum,,1,f,
8861,1600008861,19867,,RA,C,Oscillum,,1,f,
8862,1600008862,19868,,RA,C,Oscillum,,1,f,
8863,1600008863,19869,,RA,C,Oscillum,,1,f,
8864,1600008864,19870,,RA,C,Peso da telaio,,1,f,
8865,1600008865,19871,,RA,C,Oscillum,,1,f,
8866,1600008866,19872,,RA,C,Oscillum,,1,f,
8867,1600008867,19873,,RA,C,Oscillum,,1,f,
8868,1600008868,19874,,RA,C,Oscillum,,1,f,
8869,1600008869,19875,,RA,C,Oscillum,,1,f,
8870,1600008870,19876,,RA,C,Oscillum,,1,f,
8871,1600008871,19877,,RA,C,Oscillum,,1,f,
8872,1600008872,19878,,RA,C,Oscillum,,1,f,
8873,1600008873,19879,,RA,C,Oscillum,,1,f,
8874,1600008874,19880,,RA,C,Oscillum,,1,f,
8875,1600008875,19881,,RA,C,Oscillum,,1,f,
8876,1600008876,19882,,RA,C,Oscillum,,1,f,
8877,1600008877,19883,,RA,C,Oscillum,,1,f,
8878,1600008878,19884,,RA,C,Oscillum,,1,f,
8879,1600008879,19885,,RA,C,Oscillum,,1,f,
8880,1600008880,19886,,RA,C,Oscillum,,1,f,
8881,1600008881,19887,,RA,C,Oscillum,,1,f,
8882,1600008882,19888,,RA,C,Oscillum,,1,f,
8883,1600008883,19889,,RA,C,Oscillum,,1,f,
8884,1600008884,19890,,RA,C,Oscillum,,1,f,
8885,1600008885,19891,,RA,C,Oscillum,,1,f,
8886,1600008886,19892,,RA,C,Oscillum,,1,f,
8887,1600008887,19893,,RA,C,Oscillum,,1,f,
8888,1600008888,19894,,RA,C,Oscillum,,1,f,
8889,1600008889,19895,,RA,C,Oscillum,,1,f,
8890,1600008890,19896,,RA,C,Oscillum,,1,f,
8891,1600008891,19897,,RA,C,Oscillum,,1,f,
8892,1600008892,19898,,RA,C,Oscillum,,1,f,
8893,1600008893,19899,,RA,C,Oscillum,,1,f,
8894,1600008894,19900,,RA,C,Oscillum,,1,f,
8895,1600008895,19901,,RA,C,Oscillum,,1,f,
8896,1600008896,19902,,RA,C,Oscillum,,1,f,
8897,1600008897,19903,,RA,C,Oscillum,,1,f,
8898,1600008898,19904,,RA,C,Oscillum,,1,f,
8899,1600008899,19905,,RA,C,Oscillum,,1,f,
8900,1600008900,19906,,RA,C,Oscillum,,1,f,
8901,1600008901,19907,,RA,C,Oscillum,,1,f,
8902,1600008902,19908,,RA,C,Oscillum,,1,f,
8903,1600008903,19909,,RA,C,Oscillum,,1,f,
8904,1600008904,19910,,RA,C,Oscillum,,1,f,
8905,1600008905,19911,,RA,C,Oscillum,,1,f,
8906,1600008906,19912,,RA,C,Oscillum,,1,f,
8907,1600008907,19913,,RA,C,Oscillum,,1,f,
8908,1600008908,19914,,RA,C,Oscillum,,1,f,
8909,1600008909,19915,,RA,C,Oscillum,,1,f,
8910,1600008910,19916,,RA,C,Oscillum,,1,f,
8911,1600008911,19917,,RA,C,Oscillum,,1,f,
8912,1600008912,19918,,RA,C,Oscillum,,1,f,
8913,1600008913,19919,,RA,C,Oscillum,,1,f,
8914,1600008914,19920,,RA,C,Oscillum,,1,f,
8915,1600008915,19921,,RA,C,Oscillum,,1,f,
8916,1600008916,19922,,RA,C,Oscillum,,1,f,
8917,1600008917,19923,,RA,C,Oscillum,,1,f,
8918,1600008918,19924,,RA,C,Oscillum,,1,f,
8919,1600008919,19925,,RA,C,Oscillum,,1,f,
8920,1600008920,19926,,RA,C,Oscillum,,1,f,
8921,1600008921,19927,,RA,C,Oscillum,,1,f,
8922,1600008922,19928,,RA,C,Oscillum,,1,f,
8923,1600008923,19929,,RA,C,Oscillum,,1,f,
8924,1600008924,19930,,RA,C,Oscillum,,1,f,
8925,1600008925,19931,,RA,C,Oscillum,,1,f,
8926,1600008926,19932,,RA,C,Oscillum,,1,f,
8927,1600008927,19933,,RA,C,Oscillum,,1,f,
8928,1600008928,19934,,RA,C,Oscillum,,1,f,
8929,1600008929,19935,,RA,C,Oscillum,,1,f,
8930,1600008930,19936,,RA,C,Oscillum,,1,f,
8931,1600008931,19937,,RA,C,Oscillum,,1,f,
8932,1600008932,19938,,RA,C,Oscillum,,1,f,
8933,1600008933,19939,,RA,C,Oscillum,,1,f,
8934,1600008934,19940,,RA,C,Oscillum,,1,f,
8935,1600008935,19941,,RA,C,Oscillum,,1,f,
8936,1600008936,19942,,RA,C,Oscillum,,1,f,
8937,1600008937,19943,,RA,C,Oscillum,,1,f,
8938,1600008938,19944,,RA,C,Oscillum,,1,f,
8939,1600008939,19945,,RA,C,Oscillum,,1,f,
8940,1600008940,19946,,RA,C,Oscillum,,1,f,
8941,1600008941,19947,,RA,C,Oscillum,,1,f,
8942,1600008942,19948,,RA,C,Oscillum,,1,f,
8943,1600008943,19949,,RA,C,Oscillum,,1,f,
8944,1600008944,19950,,RA,C,Oscillum,,1,f,
8945,1600008945,19951,,RA,C,Oscillum,,1,f,
8946,1600008946,19952,,RA,C,Oscillum,,1,f,
8947,1600008947,19953,,RA,C,Oscillum,,1,f,
8948,1600008948,19954,,RA,C,Oscillum,,1,f,
8949,1600008949,19955,,RA,C,Oscillum,,1,f,
8950,1600008950,19956,,RA,C,Oscillum,,1,f,
8951,1600008951,19957,,RA,C,Oscillum,,1,f,
8952,1600008952,19958,,RA,C,Oscillum,,1,f,
8953,1600008953,19959,,RA,C,Oscillum,,1,f,
8954,1600008954,19960,,RA,C,Oscillum,,1,f,
8955,1600008955,19961,,RA,C,Oscillum,,1,f,
8956,1600008956,19962,,RA,C,Oscillum,,1,f,
8957,1600008957,19963,,RA,C,Oscillum,,1,f,
8958,1600008958,19964,,RA,C,Oscillum,,1,f,
8959,1600008959,19965,,RA,C,Oscillum,,1,f,
8960,1600008960,19966,,RA,C,Coperchio acromo di anfora vinaria,,1,f,
8961,1600008961,19967,,RA,C,Coperchio acromo di anfora vinaria,,1,f,
8962,1600008962,19968,,RA,C,Coperchio acromo di anfora vinaria,,1,f,
8963,1600008963,19969,,RA,C,Impastatoio acromo,,1,f,
8964,1600008964,19970,,RA,C,Ansa di anfora vinaria,,1,f,
8965,1600008965,19971,,RA,C,Ansa di anfora vinaria,,1,f,
8966,1600008966,19972,,RA,C,Ansa di anfora vinaria,,1,f,
8967,1600008967,19973,,RA,C,Ansa di anfora vinaria,,1,f,
8968,1600008968,19974,,RA,C,Ansa di anfora vinaria,,1,f,
8969,1600008969,19975,,RA,C,Ansa di anfora vinaria,,1,f,
8970,1600008970,19976,,RA,C,Ansa di anfora vinaria,,1,f,
8971,1600008971,19977,,RA,C,Ansa di anfora vinaria,,1,f,
8972,1600008972,19978,,RA,C,Ansa di anfora vinaria,,1,f,
8973,1600008973,19979,,RA,C,Imboccatura di anfora vinaria,,1,f,
8974,1600008974,19980,,RA,C,Ansa di anfora vinaria,,1,f,
8975,1600008975,19981,,RA,C,Frammento di anfora vinaria,,1,f,
8976,1600008976,19982,,RA,C,Ansa di anfora vinaria,,1,f,
8977,1600008977,19983,,RA,C,Ansa di anfora vinaria,,1,f,
8978,1600008978,19984,,RA,C,Ansa di anfora vinaria,,1,f,
8979,1600008979,19985,,RA,C,Ansa di anfora vinaria,,1,f,
8980,1600008980,19986,,RA,C,Ansa di anfora vinaria,,1,f,
8981,1600008981,19987,,RA,C,Ansa di anfora vinaria,,1,f,
8982,1600008982,19988,,RA,C,Ansa di anfora vinaria,,1,f,
8983,1600008983,19989,,RA,C,Ansa di anfora vinaria,,1,f,
8984,1600008984,19990,,RA,C,Rocchetto,,1,f,
8985,1600008985,19991,,RA,C,Matrice di valva di Cardium Tuberculatum,,1,f,
8986,1600008986,19992,,RA,C,Timbro,,1,f,
8987,1600008987,19993,,RA,C,Timbro,,1,f,
8988,1600008988,19994,,RA,C,Matrice di foglia,,1,f,
8989,1600008989,19995,,RA,C,Timbro,,1,f,
8990,1600008990,19996,,RA,C,Peso da telaio,,1,f,
8991,1600008991,19997,,RA,C,Matrice di cavallo,,1,f,
8992,1600008992,19998,,RA,C,Matrice di cavallo,,1,f,
8993,1600008993,19999,,RA,C,Matrice della parte posteriore di figura virile,,1,f,
8994,1600008994,20000,,RA,C,Matrice di piede sinistro,,1,f,
8995,1600008995,204001,,RA,C,Disco,,1,f,
8996,1600008996,204002,,RA,C,Disco,,1,f,
8997,1600008997,204003,,RA,C,Disco,,1,f,
8998,1600008998,204004,,RA,C,Disco,,1,f,
8999,1600008999,204005,,RA,C,Disco,,1,f,
9000,1600009000,204006,,RA,C,Disco,,1,f,
9001,1600009001,204007,,RA,C,Disco,,1,f,
9002,1600009002,204008,,RA,C,Disco,,1,f,
9003,1600009003,204009,,RA,C,Disco,,1,f,
9004,1600009004,204010,,RA,C,Disco,,1,f,
9005,1600009005,204011,,RA,C,Disco,,1,f,
9006,1600009006,204012,,RA,C,Disco,,1,f,
9007,1600009007,204013,,RA,C,Disco,,1,f,
9008,1600009008,204014,,RA,C,Disco,,1,f,
9009,1600009009,204015,,RA,C,Disco,,1,f,
9010,1600009010,204016,,RA,C,Disco,,1,f,
9011,1600009011,204017,,RA,C,Disco,,1,f,
9012,1600009012,204018,,RA,C,Disco,,1,f,
9013,1600009013,204019,,RA,C,Disco,,1,f,
9014,1600009014,204020,,RA,C,Disco,,1,f,
9015,1600009015,204021,,RA,C,Disco,,1,f,
9016,1600009016,204022,,RA,C,Disco,,1,f,
9017,1600009017,204023,,RA,C,Disco,,1,f,
9018,1600009018,204024,,RA,C,Disco,,1,f,
9019,1600009019,204025,,RA,C,Disco,,1,f,
9020,1600009020,204026,,RA,C,Disco,,1,f,
9021,1600009021,204027,,RA,C,Disco,,1,f,
9022,1600009022,204028,,RA,C,Disco,,1,f,
9023,1600009023,204029,,RA,C,Disco,,1,f,
9024,1600009024,204030,,RA,C,Disco,,1,f,
9025,1600009025,204031,,RA,C,Disco,,1,f,
9026,1600009026,204032,,RA,C,Disco,,1,f,
9027,1600009027,204033,,RA,C,Disco,,1,f,
9028,1600009028,204034,,RA,C,Disco,,1,f,
9029,1600009029,204035,,RA,C,Disco,,1,f,
9030,1600009030,204036,,RA,C,Disco,,1,f,
9031,1600009031,204037,,RA,C,Disco,,1,f,
9032,1600009032,204038,,RA,C,Disco,,1,f,
9033,1600009033,204039,,RA,C,Disco,,1,f,
9034,1600009034,204040,,RA,C,Disco,,1,f,
9035,1600009035,204041,,RA,C,Disco,,1,f,
9036,1600009036,204042,,RA,C,Disco,,1,f,
9037,1600009037,204043,,RA,C,Disco,,1,f,
9038,1600009038,204044,,RA,C,Disco,,1,f,
9039,1600009039,204045,,RA,C,Disco,,1,f,
9040,1600009040,204046,,RA,C,Disco,,1,f,
9041,1600009041,204047,,RA,C,Disco,,1,f,
9042,1600009042,204048,,RA,C,Disco,,1,f,
9043,1600009043,204049,,RA,C,Disco,,1,f,
9044,1600009044,204050,,RA,C,Disco,,1,f,
9045,1600009045,204051,,RA,C,Disco,,0,f,
9046,1600009046,204052,,RA,C,Disco,,0,f,
9047,1600009047,204053,,RA,C,Disco,,0,f,
9048,1600009048,204054,,RA,C,Disco,,0,f,
9049,1600009049,204055,,RA,C,Disco,,0,f,
9050,1600009050,204056,,RA,C,Disco,,0,f,
9051,1600009051,204057,,RA,C,Disco,,0,f,
9052,1600009052,204058,,RA,C,Disco,,0,f,
9053,1600009053,204059,,RA,C,Disco,,0,f,
9054,1600009054,204060,,RA,C,Disco,,0,f,
9055,1600009055,204061,,RA,C,Disco,,0,f,
9056,1600009056,204062,,RA,C,Disco,,0,f,
9057,1600009057,204063,,RA,C,Disco,,0,f,
9058,1600009058,204064,,RA,C,Disco,,0,f,
9059,1600009059,204065,,RA,C,Disco,,0,f,
9060,1600009060,204066,,RA,C,Disco,,0,f,
9061,1600009061,204067,,RA,C,Disco,,0,f,
9062,1600009062,204068,,RA,C,Disco,,0,f,
9063,1600009063,204069,,RA,C,Disco,,0,f,
9064,1600009064,204070,,RA,C,Disco,,0,f,
9065,1600009065,204071,,RA,C,Disco,,0,f,
9066,1600009066,204072,,RA,C,Disco,,0,f,
9067,1600009067,204073,,RA,C,Disco,,0,f,
9068,1600009068,204074,,RA,C,Disco,,0,f,
9069,1600009069,204075,,RA,C,Disco,,0,f,
9070,1600009070,204076,,RA,C,Disco,,0,f,
9071,1600009071,204077,,RA,C,Disco,,0,f,
9072,1600009072,204078,,RA,C,Disco,,0,f,
9073,1600009073,204079,,RA,C,Disco,,0,f,
9074,1600009074,204080,,RA,C,Disco,,0,f,
9075,1600009075,204081,,RA,C,Disco,,0,f,
9076,1600009076,204082,,RA,C,Disco,,0,f,
9077,1600009077,204083,,RA,C,Disco,,0,f,
9078,1600009078,204084,,RA,C,Disco,,0,f,
9079,1600009079,204085,,RA,C,Disco,,0,f,
9080,1600009080,204086,,RA,C,Disco,,0,f,
9081,1600009081,204087,,RA,C,Disco,,0,f,
9082,1600009082,204088,,RA,C,Disco,,0,f,
9083,1600009083,204089,,RA,C,Disco,,0,f,
9084,1600009084,204090,,RA,C,Disco,,0,f,
