id,scheda,dtm
831,,13
832,,13
835,,13
846,,13
847,,13
848,,13
854,,13
858,,13
859,,13
860,,13
861,,13
863,,13
872,,13
873,,13
878,,13
879,,13
880,,13
886,,13
887,,13
890,,13
891,,13
895,,13
897,,13
898,,13
901,,13
910,,13
911,,13
913,,13
914,,13
917,,13
918,,13
920,,13
929,,13
931,,13
932,,13
934,,13
935,,13
936,,13
937,,13
938,,13
939,,13
940,,13
941,,13
1061,,13
1076,,13
1078,,13
1080,,13
1081,,13
1083,,13
1084,,13
1085,,13
1086,,13
1087,,13
1088,,13
1089,,13
1090,,13
1091,,13
1094,,13
1095,,13
1096,,13
1098,,13
1121,,13
1132,,13
1133,,13
1134,,13
1135,,13
1145,,13
1146,,13
1147,,13
1148,,13
1149,,13
1150,,13
1151,,13
1152,,13
1153,,13
1154,,13
1156,,13
1157,,13
1158,,13
1159,,13
1160,,13
1162,,13
1163,,13
1166,,13
1167,,13
1168,,13
1169,,13
1170,,13
1183,,13
1184,,13
1185,,13
1186,,13
1187,,13
1188,,13
1189,,13
1193,,13
1194,,13
1195,,13
1196,,13
1197,,13
1198,,13
1199,,13
1200,,13
1201,,13
1202,,13
1206,,13
1207,,13
1208,,13
1209,,13
1210,,13
1211,,13
1212,,13
1213,,13
1214,,13
1215,,13
1216,,13
1217,,13
1218,,13
1219,,13
1220,,13
1221,,13
1222,,13
1223,,13
1224,,13
1225,,13
1226,,13
1227,,13
1228,,13
1229,,13
1231,,13
1232,,13
1233,,13
1234,,13
1235,,13
1236,,13
1237,,13
1238,,13
1239,,13
1240,,13
1241,,13
1242,,13
1243,,13
1244,,13
1245,,13
1246,,13
1247,,13
1248,,13
1249,,13
1250,,13
1251,,13
1252,,13
1253,,13
1254,,13
1255,,13
1256,,13
1257,,13
1258,,13
1259,,13
1260,,13
1261,,13
1262,,13
1263,,13
1264,,13
1265,,13
1266,,13
1267,,13
1268,,13
1269,,13
1270,,13
1271,,13
1272,,13
1273,,13
1274,,13
1275,,13
1276,,13
1277,,13
1278,,13
1279,,13
1280,,13
1281,,13
1282,,13
1283,,13
1284,,13
1285,,13
1286,,13
1287,,13
1288,,13
1289,,13
1290,,13
1291,,13
1292,,13
1293,,13
1294,,13
1295,,13
1296,,13
1297,,13
1298,,13
1299,,13
1300,,13
1301,,13
1302,,13
1303,,13
1304,,13
1305,,13
1306,,13
1307,,13
1308,,13
1309,,13
1310,,13
1311,,13
1312,,13
1313,,13
1314,,13
1315,,13
1316,,13
1317,,13
1318,,13
1319,,13
1320,,13
1321,,13
1322,,13
1323,,13
1324,,13
1325,,13
1326,,13
1327,,13
1328,,13
1329,,13
1330,,13
1331,,13
1332,,13
1333,,13
1334,,13
1335,,13
1336,,13
1337,,13
1338,,13
1339,,13
1340,,13
1341,,13
1342,,13
1343,,13
1344,,13
1345,,13
1346,,13
1347,,13
1348,,13
1349,,13
1350,,13
1351,,13
1352,,13
1353,,13
1354,,13
1355,,13
1356,,13
1357,,13
1367,,13
1368,,13
1369,,13
1371,,13
1372,,13
1373,,13
1374,,13
1375,,13
1376,,13
1377,,13
1389,,13
1399,,13
1409,,13
1411,,13
1413,,13
1414,,13
1415,,13
1418,,13
1424,,13
1425,,13
1426,,13
1428,,13
1429,,13
1430,,13
1431,,13
1432,,13
1433,,13
1434,,13
1435,,13
1436,,13
1437,,13
1438,,13
1439,,13
1441,,13
1442,,13
1443,,13
1444,,13
1445,,13
1446,,13
1447,,13
1448,,13
1449,,13
1450,,13
1451,,13
1452,,13
1453,,13
1455,,13
1456,,13
1457,,13
1458,,13
1459,,13
1460,,13
1464,,13
1465,,13
1472,,13
1474,,13
1492,,13
1497,,13
1501,,13
1504,,13
1505,,13
1506,,13
1511,,13
1512,,13
1513,,13
1514,,13
1515,,13
1516,,13
1517,,13
1518,,13
1519,,13
1520,,13
1521,,13
1522,,13
1523,,13
1524,,13
1525,,13
1526,,13
1528,,13
1530,,13
1531,,13
1532,,13
1553,,13
1554,,13
1561,,13
1562,,13
1564,,13
1565,,13
1566,,13
1567,,13
1568,,13
1575,,13
1576,,13
1579,,13
1580,,13
1581,,13
1582,,13
1586,,13
1587,,13
1593,,13
1594,,13
1603,,13
1604,,13
1605,,13
1606,,13
1609,,13
1610,,13
1611,,13
1612,,13
1613,,13
1614,,13
1615,,13
1616,,13
1617,,13
1618,,13
1619,,13
1620,,13
1621,,13
1622,,13
1623,,13
1624,,13
1625,,13
1626,,13
1627,,13
1628,,13
1629,,13
1630,,13
1631,,13
1632,,13
1633,,13
1634,,13
1635,,13
1636,,13
1637,,13
1638,,13
1639,,13
1640,,13
1641,,13
1642,,13
1643,,13
1644,,13
1645,,13
1646,,13
1647,,13
1648,,13
1661,,13
1662,,13
1663,,13
1666,,13
1667,,13
1668,,13
1685,,13
1686,,13
1687,,13
1688,,13
1689,,13
1699,,13
1700,,13
1713,,13
1725,,13
1726,,13
1727,,13
1772,,13
1773,,13
1774,,13
668,,15
673,,15
675,,15
676,,15
677,,15
679,,15
7,,15
457,,15
458,,15
459,,15
460,,15
461,,15
462,,15
463,,15
464,,15
465,,15
466,,15
467,,15
468,,15
469,,15
470,,15
471,,15
472,,15
173,,15
205,,15
206,,15
207,,15
208,,15
210,,15
211,,15
218,,15
221,,15
222,,15
223,,15
224,,15
225,,15
227,,15
228,,15
229,,15
230,,15
231,,15
232,,15
234,,15
237,,15
347,,15
414,,15
415,,15
416,,15
417,,15
418,,15
419,,15
420,,15
421,,15
423,,15
445,,15
446,,15
447,,15
449,,15
450,,15
451,,15
452,,15
473,,15
474,,15
742,,15
777,,15
915,,15
1109,,15
1110,,15
1111,,15
1112,,15
1113,,15
1114,,15
1115,,15
1116,,15
1117,,15
1118,,15
1119,,15
1120,,15
1122,,15
1123,,15
1124,,15
1125,,15
1126,,15
1127,,15
1128,,15
1129,,15
1130,,15
1131,,15
1181,,15
511,,16
322,,16
351,,16
360,,16
390,,16
428,,16
537,,16
559,,16
668,,16
673,,16
675,,16
676,,16
677,,16
679,,16
735,,16
736,,16
737,,16
94,,16
95,,16
96,,16
97,,16
98,,16
99,,16
100,,16
101,,16
102,,16
103,,16
127,,16
130,,16
131,,16
135,,16
226,,16
233,,16
235,,16
392,,16
425,,16
426,,16
427,,16
453,,16
454,,16
455,,16
456,,16
512,,16
513,,16
514,,16
515,,16
516,,16
517,,16
530,,16
531,,16
532,,16
538,,16
539,,16
540,,16
543,,16
544,,16
545,,16
546,,16
547,,16
548,,16
549,,16
550,,16
551,,16
552,,16
553,,16
554,,16
555,,16
556,,16
557,,16
558,,16
669,,16
670,,16
671,,16
672,,16
674,,16
678,,16
681,,16
682,,16
683,,16
684,,16
685,,16
686,,16
687,,16
688,,16
689,,16
690,,16
691,,16
692,,16
693,,16
694,,16
695,,16
696,,16
697,,16
698,,16
699,,16
700,,16
701,,16
702,,16
703,,16
704,,16
705,,16
706,,16
707,,16
708,,16
709,,16
710,,16
711,,16
712,,16
713,,16
714,,16
748,,16
750,,16
768,,16
772,,16
773,,16
774,,16
793,,16
794,,16
795,,16
796,,16
797,,16
798,,16
805,,16
806,,16
809,,16
810,,16
811,,16
834,,16
851,,16
856,,16
857,,16
866,,16
876,,16
877,,16
882,,16
883,,16
884,,16
885,,16
902,,16
903,,16
904,,16
945,,16
946,,16
963,,16
964,,16
965,,16
966,,16
967,,16
969,,16
970,,16
971,,16
972,,16
973,,16
978,,16
979,,16
980,,16
981,,16
982,,16
983,,16
984,,16
985,,16
986,,16
987,,16
988,,16
989,,16
990,,16
991,,16
992,,16
993,,16
994,,16
995,,16
996,,16
997,,16
998,,16
999,,16
1000,,16
1001,,16
1002,,16
1003,,16
1004,,16
1005,,16
1006,,16
1007,,16
1008,,16
1009,,16
1010,,16
1011,,16
1012,,16
1013,,16
1014,,16
1015,,16
1016,,16
1017,,16
1018,,16
1019,,16
1020,,16
1021,,16
1022,,16
1023,,16
1024,,16
1025,,16
1026,,16
1027,,16
1028,,16
1029,,16
1030,,16
1031,,16
1032,,16
1033,,16
1034,,16
1035,,16
1036,,16
1037,,16
1038,,16
1039,,16
1040,,16
1041,,16
1042,,16
1043,,16
1044,,16
1045,,16
1046,,16
1047,,16
1048,,16
1049,,16
1050,,16
1051,,16
1052,,16
1053,,16
1054,,16
1055,,16
1056,,16
1057,,16
1058,,16
1059,,16
1060,,16
1064,,16
1066,,16
1067,,16
1069,,16
1071,,16
1072,,16
1073,,16
1074,,16
1075,,16
1077,,16
1082,,16
1136,,16
1139,,16
1142,,16
1143,,16
1144,,16
1155,,16
1161,,16
1164,,16
1165,,16
1171,,16
1172,,16
1173,,16
1174,,16
1175,,16
1176,,16
1177,,16
1178,,16
1179,,16
1180,,16
1182,,16
1190,,16
1191,,16
1192,,16
1390,,16
1412,,16
1421,,16
1422,,16
1423,,16
1463,,16
1473,,16
1479,,16
1480,,16
1481,,16
1482,,16
1483,,16
1484,,16
1485,,16
1486,,16
1487,,16
1488,,16
1489,,16
1490,,16
1491,,16
1493,,16
1494,,16
1495,,16
1503,,16
1507,,16
1508,,16
1509,,16
1510,,16
1533,,16
1534,,16
1535,,16
1571,,16
1573,,16
1574,,16
1585,,16
1588,,16
1589,,16
1592,,16
1657,,16
1658,,16
1659,,16
1660,,16
1669,,16
1715,,16
1716,,16
1717,,16
1718,,16
1719,,16
1720,,16
1723,,16
1767,,16
1770,,16
1771,,16
1785,,16
1786,,16
1806,,16
1807,,16
327,,19
124,,19
125,,19
136,,19
242,,19
323,,19
324,,19
325,,19
214,,19
238,,19
239,,19
240,,19
241,,19
212,,23
213,,23
215,,23
216,,23
217,,23
219,,23
220,,23
236,,23
332,,23
372,,23
424,,23
588,,23
862,,23
1137,,23
1138,,23
1140,,23
1141,,23
1365,,23
1366,,23
1496,,23
1649,,23
1650,,23
1651,,23
1652,,23
1653,,23
1654,,23
1655,,23
1670,,23
1671,,23
1672,,23
1673,,23
1674,,23
1675,,23
1676,,23
1677,,23
1678,,23
1679,,23
1680,,23
1681,,23
1682,,23
1683,,23
1684,,23
1690,,23
1691,,23
1692,,23
1693,,23
1694,,23
1695,,23
1696,,23
1704,,23
1705,,23
1706,,23
1707,,23
1708,,23
1709,,23
1710,,23
1711,,23
1712,,23
1742,,23
1743,,23
1744,,23
1745,,23
1746,,23
1747,,23
1748,,23
1749,,23
1750,,23
1751,,23
1752,,23
1753,,23
1754,,23
1755,,23
1756,,23
1757,,23
1758,,23
1759,,23
1760,,23
1761,,23
1762,,23
1763,,23
1764,,23
1765,,23
1775,,23
1776,,23
1777,,23
1778,,23
1779,,23
1780,,23
1781,,23
1782,,23
1787,,23
1791,,23
1792,,23
1793,,23
1794,,23
1795,,23
1796,,23
1797,,23
1798,,23
1799,,23
1800,,23
1801,,23
1802,,23
1803,,23
1804,,23
1805,,23
