nctn,stis,stid
362097,200,ante 2022
362098,250,ante 2022
362099,600,ante 2022
362100,500,ante 2022
362101,500,ante 2022
362102,400,ante 2022
362103,400,ante 2022
362104,250,ante 2022
362105,150,ante 2022
362106,100,ante 2022
362107,300,ante 2022
362108,250,ante 2022
362109,250,ante 2022
362110,150,ante 2022
362111,150,ante 2022
362112,250,ante 2022
362113,100,ante 2022
362114,200,ante 2022
362115,100,ante 2022
362116,100,ante 2022
362117,100,ante 2022
362118,80,ante 2022
362119,50,ante 2022
362120,50,ante 2022
362121,100,ante 2022
362122,150,ante 2022
362123,150,ante 2022
362124,60,ante 2022
362125,60,ante 2022
362126,60,ante 2022
362127,500,ante 2022
362128,500,ante 2022
362129,200,ante 2022
362130,100,ante 2022
362131,60,ante 2022
362132,70,ante 2022
362133,70,ante 2022
362134,70,ante 2022
362135,70,ante 2022
362136,60,ante 2022
362137,50,ante 2022
362138,50,ante 2022
362139,30,ante 2022
362140,50,ante 2022
362141,40,ante 2022
362142,10,ante 2022
362143,15,ante 2022
362144,10,ante 2022
362145,30,ante 2022
362146,30,ante 2022
362147,30,ante 2022
362148,30,ante 2022
362149,30,ante 2022
362150,30,ante 2022
362151,30,ante 2022
362152,30,ante 2022
362153,30,ante 2022
362154,30,ante 2022
362155,30,ante 2022
362156,30,ante 2022
362157,30,ante 2022
362158,30,ante 2022
362159,30,ante 2022
362160,30,ante 2022
362161,30,ante 2022
362162,30,ante 2022
362163,30,ante 2022
362164,30,ante 2022
362165,20,ante 2022
362166,20,ante 2022
362167,20,ante 2022
362168,20,ante 2022
362169,20,ante 2022
362170,20,ante 2022
362171,20,ante 2022
362172,20,ante 2022
362173,20,ante 2022
362174,20,ante 2022
362175,20,ante 2022
362176,20,ante 2022
362177,20,ante 2022
362178,20,ante 2022
362179,20,ante 2022
362180,20,ante 2022
362181,20,ante 2022
362182,20,ante 2022
362183,20,ante 2022
362184,20,ante 2022
362185,20,ante 2022
362186,20,ante 2022
362187,20,ante 2022
362188,20,ante 2022
362189,20,ante 2022
362190,20,ante 2022
362191,20,ante 2022
362192,20,ante 2022
362193,20,ante 2022
362194,20,ante 2022
362195,20,ante 2022
362196,20,ante 2022
362197,20,ante 2022
362198,20,ante 2022
362199,20,ante 2022
362200,20,ante 2022
362201,70,ante 2022
362202,40,ante 2022
362203,150,ante 2022
362204,80,ante 2022
362205,600,ante 2022
362206,100,ante 2022
362207,25,ante 2022
362208,25,ante 2022
362209,80,ante 2022
362210,50,ante 2022
362211,30,ante 2022
362212,50,ante 2022
362213,70,ante 2022
362214,100,ante 2022
362215,100,ante 2022
362216,1000,ante 2022
362217,1000,ante 2022
362218,1000,ante 2022
362219,400,ante 2022
362220,300,ante 2022
362221,60,ante 2022
360772,100,gennaio 2006
360773,100,gennaio 2006
360774,50,gennaio 2006
360775,50,gennaio 2006
360776,100,gennaio 2006
360777,1000,gennaio 2006
360778,80,gennaio 2006
360779,40,gennaio 2006
360780,170,gennaio 2006
360781,60,gennaio 2006
360782,50,gennaio 2006
360783,150,gennaio 2006
329884,8000,gennaio 2006
329885,8000,gennaio 2006
329886,8000,gennaio 2006
329887,1000,gennaio 2006
329888,1600,gennaio 2006
360784,50,gennaio 2006
360785,15,gennaio 2006
360786,15,gennaio 2006
329889,15000,gennaio 2006
360787,300,gennaio 2006
334012,100,ante 2022
360788,600,gennaio 2006
360789,400,gennaio 2006
360790,80,gennaio 2006
360791,60,gennaio 2006
360792,60,gennaio 2006
360793,50,gennaio 2006
360794,70,gennaio 2006
360795,40,gennaio 2006
349952,5000,ante 2022
364971,200,gennaio 2006
364972,150,gennaio 2006
360796,250,gennaio 2006
362222,70,ante 2022
362223,60,ante 2022
362224,60,ante 2022
362225,20,ante 2022
362226,25,ante 2022
362227,250,ante 2022
362228,60,ante 2022
362229,40,ante 2022
362230,50,ante 2022
362231,130,ante 2022
362232,50,ante 2022
362233,50,ante 2022
362234,140,ante 2022
362235,40,ante 2022
362236,120,ante 2022
362237,150,ante 2022
362238,110,ante 2022
362239,130,ante 2022
362240,100,ante 2022
362241,35,ante 2022
362242,25,ante 2022
362243,60,ante 2022
362244,40,ante 2022
362245,40,ante 2022
362246,35,ante 2022
362247,110,ante 2022
362248,35,ante 2022
362249,140,ante 2022
362250,30,ante 2022
362251,30,ante 2022
362252,30,ante 2022
362253,100,ante 2022
362254,250,ante 2022
362255,35,ante 2022
362256,600,ante 2022
362257,30,ante 2022
362258,200,ante 2022
362259,60,ante 2022
362260,180,ante 2022
362261,300,ante 2022
362262,300,ante 2022
362263,250,ante 2022
362264,130,ante 2022
362265,70,ante 2022
362266,80,ante 2022
362267,35,ante 2022
362268,130,ante 2022
362269,100,ante 2022
349380,50000,gennaio 2006
349381,50000,gennaio 2006
362270,120,ante 2022
362271,50,ante 2022
362272,150,ante 2022
345106,50000,gennaio 2006
360797,2000,gennaio 2006
360798,1500,gennaio 2006
360799,2000,gennaio 2006
360800,1500,gennaio 2006
360801,2000,gennaio 2006
360802,1500,gennaio 2006
360803,2000,gennaio 2006
360804,300,gennaio 2006
360805,100,gennaio 2006
360806,100,gennaio 2006
360807,1000,gennaio 2006
360808,300,gennaio 2006
360809,500,gennaio 2006
360810,200,gennaio 2006
360811,60,gennaio 2006
360812,60,gennaio 2006
360813,1500,gennaio 2006
360814,50,gennaio 2006
360815,50,gennaio 2006
360816,50,gennaio 2006
360817,50,gennaio 2006
360818,50,gennaio 2006
360819,50,gennaio 2006
360820,50,gennaio 2006
360821,50,gennaio 2006
360822,50,gennaio 2006
360823,50,gennaio 2006
360824,50,gennaio 2006
360825,50,gennaio 2006
360826,50,gennaio 2006
360827,50,gennaio 2006
360828,50,gennaio 2006
360829,50,gennaio 2006
360830,50,gennaio 2006
360831,50,gennaio 2006
360832,50,gennaio 2006
360833,50,gennaio 2006
360834,50,gennaio 2006
360835,50,gennaio 2006
360836,50,gennaio 2006
360837,50,gennaio 2006
360838,75,gennaio 2006
360839,75,gennaio 2006
360840,350,gennaio 2006
360841,350,gennaio 2006
360842,300,gennaio 2006
360843,300,gennaio 2006
360844,300,gennaio 2006
360845,1500,gennaio 2006
360846,700,gennaio 2006
360847,800,gennaio 2006
360848,300,gennaio 2006
360849,300,gennaio 2006
360850,150,gennaio 2006
360851,150,gennaio 2006
360852,115,gennaio 2006
360853,115,gennaio 2006
360854,115,gennaio 2006
360957,112,gennaio 2006
360855,115,gennaio 2006
360961,112,gennaio 2006
360956,112,gennaio 2006
360856,115,gennaio 2006
360857,115,gennaio 2006
360858,115,gennaio 2006
360958,112,gennaio 2006
360859,55,gennaio 2006
360860,115,gennaio 2006
360861,115,gennaio 2006
360862,115,gennaio 2006
360863,115,gennaio 2006
360864,115,gennaio 2006
360865,115,gennaio 2006
360866,115,gennaio 2006
360867,115,gennaio 2006
360868,115,gennaio 2006
360869,55,gennaio 2006
360870,115,gennaio 2006
360959,112,gennaio 2006
360871,115,gennaio 2006
360872,115,gennaio 2006
360873,115,gennaio 2006
360874,115,gennaio 2006
360875,115,gennaio 2006
360876,115,gennaio 2006
360955,112,gennaio 2006
360960,112,gennaio 2006
360877,115,gennaio 2006
360878,115,gennaio 2006
360879,115,gennaio 2006
360880,115,gennaio 2006
360916,112,gennaio 2006
360917,112,gennaio 2006
360881,115,gennaio 2006
360882,115,gennaio 2006
360883,60,gennaio 2006
360884,115,gennaio 2006
360885,115,gennaio 2006
360954,112,gennaio 2006
360918,112,gennaio 2006
360886,87,gennaio 2006
360887,87,gennaio 2006
360888,87,gennaio 2006
360920,87,gennaio 2006
360889,87,gennaio 2006
360890,87,gennaio 2006
360891,87,gennaio 2006
360892,87,gennaio 2006
360893,87,gennaio 2006
360894,87,gennaio 2006
360895,87,gennaio 2006
360896,87,gennaio 2006
360897,87,gennaio 2006
360898,87,gennaio 2006
360899,87,gennaio 2006
360900,87,gennaio 2006
360901,87,gennaio 2006
360902,87,gennaio 2006
360903,87,gennaio 2006
360904,87,gennaio 2006
360905,87,gennaio 2006
360906,87,gennaio 2006
360907,87,gennaio 2006
360908,112,gennaio 2006
360909,112,gennaio 2006
360910,112,gennaio 2006
360911,112,gennaio 2006
360912,112,gennaio 2006
360913,112,gennaio 2006
360919,112,gennaio 2006
360914,112,gennaio 2006
360915,112,gennaio 2006
360921,50,gennaio 2006
360922,45,gennaio 2006
360923,45,gennaio 2006
360924,40,gennaio 2006
360925,70,gennaio 2006
360926,200,gennaio 2006
360927,50,gennaio 2006
360928,50,gennaio 2006
360929,60,gennaio 2006
360930,60,gennaio 2006
360931,50,gennaio 2006
360932,60,gennaio 2006
348730,1200,gennaio 2006
360933,40,gennaio 2006
360934,40,gennaio 2006
360935,40,gennaio 2006
360936,40,gennaio 2006
360937,50,gennaio 2006
360938,70,gennaio 2006
360939,100,gennaio 2006
360940,150,gennaio 2006
360941,50,gennaio 2006
360942,50,gennaio 2006
360943,70,gennaio 2006
360944,50,gennaio 2006
360945,60,gennaio 2006
360946,50,gennaio 2006
360947,50,gennaio 2006
360948,40,gennaio 2006
360949,100,gennaio 2006
360950,100,gennaio 2006
360951,100,gennaio 2006
360952,50,gennaio 2006
360953,100,gennaio 2006
360962,100,gennaio 2006
360963,800,gennaio 2006
360964,50,gennaio 2006
360965,50,gennaio 2006
360966,50,gennaio 2006
360967,50,gennaio 2006
360968,200,gennaio 2006
360969,80,gennaio 2006
329728,1800,gennaio 2006
360970,600,gennaio 2006
360971,300,gennaio 2006
360972,50,gennaio 2006
360973,50,gennaio 2006
360974,1600,gennaio 2006
360975,1200,gennaio 2006
360976,30,gennaio 2006
360977,40,gennaio 2006
360978,10,gennaio 2006
360979,250,gennaio 2006
360980,50,gennaio 2006
360981,300,gennaio 2006
360982,60,gennaio 2006
360983,10,gennaio 2006
360984,3000,gennaio 2006
360985,500,gennaio 2006
360986,500,gennaio 2006
360987,500,gennaio 2006
360988,300,gennaio 2006
360989,50,gennaio 2006
360990,300,gennaio 2006
360991,50,gennaio 2006
360992,3000,gennaio 2006
360993,300,gennaio 2006
360994,50,gennaio 2006
360995,3000,gennaio 2006
360996,300,gennaio 2006
360997,40,gennaio 2006
360998,300,gennaio 2006
360999,3000,gennaio 2006
361000,3000,gennaio 2006
361001,3000,gennaio 2006
362902,100,gennaio 2006
362903,300,gennaio 2006
362904,300,gennaio 2006
362905,300,gennaio 2006
362906,50,gennaio 2006
362907,50,gennaio 2006
362908,40,gennaio 2006
362909,50,gennaio 2006
362910,80,gennaio 2006
362911,70,gennaio 2006
362912,70,gennaio 2006
362913,70,gennaio 2006
362914,70,gennaio 2006
362915,70,gennaio 2006
362916,70,gennaio 2006
362917,20,gennaio 2006
362918,300,gennaio 2006
362919,50,gennaio 2006
362920,70,gennaio 2006
362921,10,gennaio 2006
362922,10,gennaio 2006
362923,200,gennaio 2006
362924,200,gennaio 2006
362925,200,gennaio 2006
362926,100,gennaio 2006
362927,50,gennaio 2006
362928,2000,gennaio 2006
362929,2000,gennaio 2006
362930,1200,gennaio 2006
362931,200,gennaio 2006
362932,50,gennaio 2006
362933,1400,gennaio 2006
362934,300,gennaio 2006
362935,10,gennaio 2006
362936,10,gennaio 2006
362937,10,gennaio 2006
362938,10,gennaio 2006
362939,10,gennaio 2006
362940,10,gennaio 2006
362941,10,gennaio 2006
362942,10,gennaio 2006
362943,50,gennaio 2006
362944,1200,gennaio 2006
362945,70,gennaio 2006
362946,200,gennaio 2006
362947,50,gennaio 2006
362948,50,gennaio 2006
362949,50,gennaio 2006
362950,50,gennaio 2006
362951,150,gennaio 2006
362952,70,gennaio 2006
362953,70,gennaio 2006
362954,200,gennaio 2006
362955,80,gennaio 2006
362956,45,gennaio 2006
362957,2000,gennaio 2006
362958,3000,gennaio 2006
362959,300,gennaio 2006
362960,50,gennaio 2006
362961,2000,gennaio 2006
362962,80,gennaio 2006
362963,50,gennaio 2006
362964,80,gennaio 2006
362965,50,gennaio 2006
362966,50,gennaio 2006
362967,150,gennaio 2006
362968,50,gennaio 2006
362969,40,gennaio 2006
362970,100,gennaio 2006
362971,300,gennaio 2006
362972,50,gennaio 2006
362973,30,gennaio 2006
362974,30,gennaio 2006
362975,300,gennaio 2006
362976,50,gennaio 2006
362977,50,gennaio 2006
362978,200,gennaio 2006
362979,1200,gennaio 2006
362980,150,gennaio 2006
362981,1000,gennaio 2006
363257,800,gennaio 2006
362982,50,gennaio 2006
362983,50,gennaio 2006
362984,100,gennaio 2006
362985,20,gennaio 2006
362986,20,gennaio 2006
362987,60,gennaio 2006
362988,60,gennaio 2006
362989,40,gennaio 2006
362990,3000,gennaio 2006
362991,30,gennaio 2006
362992,30,gennaio 2006
362993,80,gennaio 2006
362994,100,gennaio 2006
362995,90,gennaio 2006
363259,3000,gennaio 2006
363260,1500,gennaio 2006
363261,300,gennaio 2006
363262,40,gennaio 2006
363263,1000,gennaio 2006
363264,40,gennaio 2006
363265,40,gennaio 2006
363266,40,gennaio 2006
363267,70,gennaio 2006
363268,40,gennaio 2006
363269,1000,gennaio 2006
363270,100,gennaio 2006
363271,150,gennaio 2006
363272,400,gennaio 2006
363273,60,gennaio 2006
363274,200,gennaio 2006
363275,300,gennaio 2006
363276,50,gennaio 2006
363277,40,gennaio 2006
363278,2000,gennaio 2006
363279,150,gennaio 2006
363280,50,gennaio 2006
363281,300,gennaio 2006
363282,50,gennaio 2006
363283,300,gennaio 2006
363284,70,gennaio 2006
363285,70,gennaio 2006
363286,300,gennaio 2006
363287,150,gennaio 2006
363288,50,gennaio 2006
363289,40,gennaio 2006
363290,100,gennaio 2006
363291,60,gennaio 2006
363292,2000,gennaio 2006
363293,200,gennaio 2006
363294,40,gennaio 2006
363295,40,gennaio 2006
363296,50,gennaio 2006
363297,300,gennaio 2006
363298,150,gennaio 2006
363299,400,gennaio 2006
363300,300,gennaio 2006
363301,100,gennaio 2006
363302,50,gennaio 2006
363303,300,gennaio 2006
363304,40,gennaio 2006
363305,50,gennaio 2006
363306,300,gennaio 2006
363307,50,gennaio 2006
363308,70,gennaio 2006
363309,80,gennaio 2006
363310,50,gennaio 2006
363311,100,gennaio 2006
363312,100,gennaio 2006
363313,100,gennaio 2006
363314,50,gennaio 2006
363315,40,gennaio 2006
363316,1000,gennaio 2006
363317,1100,gennaio 2006
363318,50,gennaio 2006
363319,300,gennaio 2006
363320,50,gennaio 2006
363321,70,gennaio 2006
363322,1000,gennaio 2006
362997,600,gennaio 2006
362998,100,gennaio 2006
362999,700,gennaio 2006
363258,800,gennaio 2006
363000,400,gennaio 2006
363001,100,gennaio 2006
363002,50,gennaio 2006
363003,60,gennaio 2006
363004,200,gennaio 2006
363005,200,gennaio 2006
363006,200,gennaio 2006
363007,200,gennaio 2006
363008,200,gennaio 2006
363009,100,gennaio 2006
363010,300,gennaio 2006
363011,400,gennaio 2006
363012,20,gennaio 2006
363013,80,gennaio 2006
363014,300,gennaio 2006
363015,60,gennaio 2006
363016,100,gennaio 2006
363017,50,gennaio 2006
363018,300,gennaio 2006
363019,1000,gennaio 2006
363020,200,gennaio 2006
363021,50,gennaio 2006
363022,60,gennaio 2006
363023,40,gennaio 2006
363024,40,gennaio 2006
363025,300,gennaio 2006
363026,50,gennaio 2006
363027,70,gennaio 2006
363028,60,gennaio 2006
363029,70,gennaio 2006
363030,150,gennaio 2006
363031,40,gennaio 2006
363032,40,gennaio 2006
363033,15,gennaio 2006
363034,15,gennaio 2006
363035,15,gennaio 2006
363036,15,gennaio 2006
363037,20,gennaio 2006
363038,5,gennaio 2006
363039,7,gennaio 2006
363040,7,gennaio 2006
363041,7,gennaio 2006
363042,10,gennaio 2006
363043,10,gennaio 2006
363044,50,gennaio 2006
363045,50,gennaio 2006
363046,50,gennaio 2006
363047,50,gennaio 2006
363048,2000,gennaio 2006
363049,2000,gennaio 2006
363050,2000,gennaio 2006
363051,2000,gennaio 2006
363052,2000,gennaio 2006
363053,2000,gennaio 2006
363054,1000,gennaio 2006
363055,1000,gennaio 2006
362836,200,gennaio 2006
362837,20,gennaio 2006
362838,300,gennaio 2006
362839,300,gennaio 2006
362840,70,gennaio 2006
362841,25,gennaio 2006
362842,25,gennaio 2006
362843,25,gennaio 2006
362844,70,gennaio 2006
362845,40,gennaio 2006
362846,80,gennaio 2006
362847,50,gennaio 2006
362848,400,gennaio 2006
362849,100,gennaio 2006
362850,50,gennaio 2006
362851,300,gennaio 2006
362852,300,gennaio 2006
362853,100,gennaio 2006
362854,60,gennaio 2006
362855,100,gennaio 2006
362856,80,gennaio 2006
362857,50,gennaio 2006
362858,50,gennaio 2006
362859,50,gennaio 2006
362860,50,gennaio 2006
362861,300,gennaio 2006
362862,300,gennaio 2006
362863,70,gennaio 2006
362864,50,gennaio 2006
362865,50,gennaio 2006
362866,300,gennaio 2006
362867,40,gennaio 2006
362868,50,gennaio 2006
362869,300,gennaio 2006
362870,50,gennaio 2006
362871,50,gennaio 2006
362872,50,gennaio 2006
362873,50,gennaio 2006
362874,300,gennaio 2006
362875,200,gennaio 2006
362876,5,gennaio 2006
364973,1000,gennaio 2006
334285,50000,gennaio 2006
362877,1200,gennaio 2006
362878,50,gennaio 2006
362879,100,gennaio 2006
362880,1000,gennaio 2006
329581,2000,gennaio 2006
329582,1500,gennaio 2006
329583,1000,gennaio 2006
329584,1000,gennaio 2006
329585,1000,gennaio 2006
329586,1000,gennaio 2006
329587,1000,gennaio 2006
329588,1000,gennaio 2006
329589,1000,gennaio 2006
329590,1000,gennaio 2006
329591,1200,gennaio 2006
329592,800,gennaio 2006
329593,600,gennaio 2006
329594,1200,gennaio 2006
329595,1200,gennaio 2006
329596,2000,gennaio 2006
329597,1000,gennaio 2006
329598,2000,gennaio 2006
329599,1500,gennaio 2006
363056,300,gennaio 2006
363057,150,gennaio 2006
363058,50,gennaio 2006
363059,60,gennaio 2006
363060,1000,gennaio 2006
363061,600,gennaio 2006
363062,2000,gennaio 2006
363063,400,gennaio 2006
363064,150,gennaio 2006
363065,50,gennaio 2006
363066,40,gennaio 2006
363067,40,gennaio 2006
363068,1000,gennaio 2006
363069,30,gennaio 2006
349370,100000,gennaio 2066
350840,20000,gennaio 2006
363070,300,gennaio 2006
334509,80,gennaio 2006
363071,200,gennaio 2006
363072,30,gennaio 2006
363073,30,gennaio 2006
363074,50,gennaio 2006
363075,50,gennaio 2006
363076,40,gennaio 2006
363077,200,gennaio 2006
363078,100,gennaio 2006
363079,50,gennaio 2006
363080,40,gennaio 2006
363081,10,gennaio 2006
363082,1000,gennaio 2006
363083,1000,gennaio 2006
363084,100,gennaio 2006
363085,100,gennaio 2006
363086,60,gennaio 2006
363087,70,gennaio 2006
362738,300,gennaio 2006
362739,40,gennaio 2006
362740,200,gennaio 2006
362741,2500,gennaio 2006
362742,100,gennaio 2006
362743,80,gennaio 2006
362744,40,gennaio 2006
362745,1200,gennaio 2006
362806,50,gennaio 2006
362807,1000,gennaio 2006
362746,200,gennaio 2006
362747,60,gennaio 2006
362748,30,gennaio 2006
362749,5,gennaio 2006
362750,2,gennaio 2006
362751,100,gennaio 2006
362752,700,gennaio 2006
362753,100,gennaio 2006
362754,80,gennaio 2006
362755,70,gennaio 2006
362756,100,gennaio 2006
362757,80,gennaio 2006
362758,50,gennaio 2006
362759,100,gennaio 2006
362760,70,gennaio 2006
362761,50,gennaio 2006
362762,70,gennaio 2006
362763,70,gennaio 2006
362764,70,gennaio 2006
362765,60,gennaio 2006
362766,60,gennaio 2006
362767,60,gennaio 2006
362768,60,gennaio 2006
362769,60,gennaio 2006
362770,60,gennaio 2006
362771,50,gennaio 2006
362772,50,gennaio 2006
362773,50,gennaio 2006
362774,50,gennaio 2006
362775,50,gennaio 2006
362776,50,gennaio 2006
362777,30,gennaio 2006
362778,300,gennaio 2006
362779,70,gennaio 2006
362780,800,gennaio 2006
362781,80,gennaio 2006
345378,1600,gennaio 2006
362782,50,gennaio 2006
362783,50,gennaio 2006
362784,50,gennaio 2006
362785,500,gennaio 2006
362786,300,gennaio 2006
362787,90,gennaio 2006
362788,80,gennaio 2006
362789,50,gennaio 2006
362790,35,gennaio 2006
362791,60,gennaio 2006
362792,60,gennaio 2006
362793,60,gennaio 2006
362794,50,gennaio 2006
334073,50000,gennaio 2006
362795,10000,gennaio 2006
362796,5000,gennaio 2006
362797,40,gennaio 2006
362798,180,gennaio 2006
362799,80000,gennaio 2006
362800,100,gennaio 2006
362801,40,gennaio 2006
362802,40,gennaio 2006
362803,40,gennaio 2006
362804,40,gennaio 2006
362805,30,gennaio 2006
364974,5000,gennaio 2006
362808,1100,gennaio 2006
362809,1200,gennaio 2006
362810,10,gennaio 2006
362811,800,gennaio 2006
362812,150,gennaio 2006
362813,30,gennaio 2006
362814,300,gennaio 2006
362815,1000,gennaio 2006
362816,100,gennaio 2006
362817,60,gennaio 2006
362818,70,gennaio 2006
362819,80,gennaio 2006
362820,250,gennaio 2006
362821,1100,gennaio 2006
362822,70,gennaio 2006
362823,4000,gennaio 2006
362824,100,gennaio 2006
362825,300,gennaio 2006
362826,1000,gennaio 2006
362827,70,gennaio 2006
362828,300,gennaio 2006
362829,1100,gennaio 2006
362830,200,gennaio 2006
362831,50,gennaio 2006
362832,1000,gennaio 2006
362833,1200,gennaio 2006
362834,300,gennaio 2006
362835,70,gennaio 2006
362881,90,gennaio 2006
362882,90,gennaio 2006
362883,150,gennaio 2006
362884,60,gennaio 2006
362885,300,gennaio 2006
362886,40,gennaio 2006
362887,50,gennaio 2006
362888,300,gennaio 2006
362889,40,gennaio 2006
362890,60,gennaio 2006
362891,10,gennaio 2006
362892,20,gennaio 2006
362893,20,gennaio 2006
362894,10,gennaio 2006
362895,500,gennaio 2006
362896,150,gennaio 2006
362897,1000,gennaio 2006
362898,300,gennaio 2006
362899,100,gennaio 2006
362900,100,gennaio 2006
362901,40,gennaio 2006
350248,300000,gennaio 2006
329729,80000,gennaio 2006
347641,20000,gennaio 2006
347642,50000,gennaio 2006
363694,200,gennaio 2006
363695,180,gennaio 2006
363696,150,gennaio 2006
363697,150,gennaio 2006
363698,130,gennaio 2006
363699,50,gennaio 2006
363700,40,gennaio 2006
363701,40,gennaio 2006
363702,50,gennaio 2006
363703,50,gennaio 2006
363704,50,gennaio 2006
363705,50,gennaio 2006
363706,45,gennaio 2006
363707,40,gennaio 2006
363708,40,gennaio 2006
363709,40,gennaio 2006
363710,40,gennaio 2006
363711,40,gennaio 2006
363712,60,gennaio 2006
363713,40,gennaio 2006
363714,40,gennaio 2006
363715,40,gennaio 2006
363716,40,gennaio 2006
363717,50,gennaio 2006
363718,40,gennaio 2006
363719,40,gennaio 2006
363720,40,gennaio 2006
363721,40,gennaio 2006
363722,40,gennaio 2006
363723,40,gennaio 2006
363724,40,gennaio 2006
363725,40,gennaio 2006
363726,70,gennaio 2006
363727,70,gennaio 2006
363728,60,gennaio 2006
363729,70,gennaio 2006
363730,70,gennaio 2006
363731,70,gennaio 2006
363732,70,gennaio 2006
363733,70,gennaio 2006
363734,70,gennaio 2006
363735,70,gennaio 2006
363736,70,gennaio 2006
363737,70,gennaio 2006
363738,70,gennaio 2006
363739,70,gennaio 2006
363740,70,gennaio 2006
363741,70,gennaio 2006
363742,70,gennaio 2006
363743,70,gennaio 2006
363744,70,gennaio 2006
363745,70,gennaio 2006
363746,70,gennaio 2006
363747,70,gennaio 2006
363748,70,gennaio 2006
363749,70,gennaio 2006
363750,60,gennaio 2006
363751,50,gennaio 2006
363752,45,gennaio 2006
363753,45,gennaio 2006
363754,50,gennaio 2006
363755,50,gennaio 2006
363756,50,gennaio 2006
363757,50,gennaio 2006
363758,50,gennaio 2006
363759,50,gennaio 2006
363760,50,gennaio 2006
363761,40,gennaio 2006
363762,70,gennaio 2006
363763,60,gennaio 2006
363764,60,gennaio 2006
363765,60,gennaio 2006
363766,60,gennaio 2006
363767,60,gennaio 2006
363768,60,gennaio 2006
363769,50,gennaio 2006
363770,50,gennaio 2006
363771,50,gennaio 2006
363772,50,gennaio 2006
363773,40,gennaio 2006
363774,50,gennaio 2006
363775,40,gennaio 2006
363776,20,gennaio 2006
363777,100,gennaio 2006
363778,80,gennaio 2006
363779,70,gennaio 2006
363780,50,gennaio 2006
363781,30,gennaio 2006
363782,40,gennaio 2006
363783,10,gennaio 2006
363784,10,gennaio 2006
363785,10,gennaio 2006
363786,10,gennaio 2006
363787,10,gennaio 2006
363788,10,gennaio 2006
363789,40,gennaio 2006
363790,40,gennaio 2006
363791,150,gennaio 2006
363792,150,gennaio 2006
363793,70,gennaio 2006
363794,200,gennaio 2006
363795,300,gennaio 2006
363796,60,gennaio 2006
363797,40,gennaio 2006
363798,200,gennaio 2006
363799,1000,gennaio 2006
363800,40,gennaio 2006
363801,20,gennaio 2006
363802,20,gennaio 2006
363803,20,gennaio 2006
345403,100000,gennaio 2006
348915,100000,gennaio 2006
363804,40000,gennaio 2006
329600,40000,gennaio 2006
348316,40000,gennaio 2006
363805,40000,gennaio 2006
326809,40000,gennaio 2006
326810,50000,gennaio 2006
345395,20000,gennaio 2006
363807,60,gennaio 2006
365032,100000,gennaio 2006
363088,100,gennaio 2006
363089,80,gennaio 2006
363090,80,gennaio 2006
363091,40,gennaio 2006
363092,40,gennaio 2006
363093,40,gennaio 2006
363094,50,gennaio 2006
363095,35,gennaio 2006
363096,40,gennaio 2006
363097,10000,gennaio 2006
363098,50,gennaio 2006
363099,60,gennaio 2006
363100,40,gennaio 2006
363101,40,gennaio 2006
363102,40,gennaio 2006
363103,500,gennaio 2006
363104,50,gennaio 2006
363105,600,gennaio 2006
363106,200,gennaio 2006
363107,300,gennaio 2006
363108,1200,gennaio 2006
363109,50,gennaio 2006
363110,50,gennaio 2006
363111,250,gennaio 2006
363112,60,gennaio 2006
363113,40,gennaio 2006
363114,40,gennaio 2006
363115,40,gennaio 2006
363116,50,gennaio 2006
363117,40,gennaio 2006
363118,40,gennaio 2006
363119,200,gennaio 2006
363120,100,gennaio 2006
363121,300,gennaio 2006
363122,100,gennaio 2006
363123,100,gennaio 2006
363124,300,gennaio 2006
363125,50,gennaio 2006
363126,300,gennaio 2006
363127,200,gennaio 2006
363128,300,gennaio 2006
363129,70,gennaio 2006
363130,1200,gennaio 2006
363131,300,gennaio 2006
363132,1000,gennaio 2006
363133,70,gennaio 2006
363134,300,gennaio 2006
363135,1200,gennaio 2006
363136,1100,gennaio 2006
363137,70,gennaio 2006
363138,500,gennaio 2006
363139,300,gennaio 2006
363140,200,gennaio 2006
363141,100,gennaio 2006
363142,50,gennaio 2006
363143,300,gennaio 2006
363144,60,gennaio 2006
363145,50,gennaio 2006
363146,40,gennaio 2006
363147,300,gennaio 2006
363148,50,gennaio 2006
363149,80,gennaio 2006
363150,60,gennaio 2006
363151,60,gennaio 2006
363152,60,gennaio 2006
363153,60,gennaio 2006
363154,60,gennaio 2006
363155,40,gennaio 2006
363156,40,gennaio 2006
363157,20,gennaio 2006
363158,300,gennaio 2006
363159,70,gennaio 2006
363160,80,gennaio 2006
363161,50,gennaio 2006
363162,40,gennaio 2006
363163,30,gennaio 2006
363164,300,gennaio 2006
363165,300,gennaio 2006
363166,40,gennaio 2006
363167,40,gennaio 2006
363168,70,gennaio 2006
363169,800,gennaio 2006
363170,60,gennaio 2006
363171,150,gennaio 2006
363172,150,gennaio 2006
363173,50,gennaio 2006
363174,100,gennaio 2006
363175,100,gennaio 2006
363176,200,gennaio 2006
363177,1000,gennaio 2006
363178,70,gennaio 2006
363179,300,gennaio 2006
363180,150,gennaio 2006
363181,100,gennaio 2006
363182,1000,gennaio 2006
363183,50,gennaio 2006
363184,300,gennaio 2006
363185,100,gennaio 2006
363186,50,gennaio 2006
363187,50,gennaio 2006
363188,"2,5",gennaio 2006
363189,"2,5",gennaio 2006
363190,"2,5",gennaio 2006
363191,"2,5",gennaio 2006
