id_temp,scheda,materia,tecnica
1907,,25,modellatura a tornio
1908,,25,modellatura a tornio
1909,,25,modellatura a tornio
1910,,25,modellatura a tornio
1911,,25,modellatura a tornio
1912,,25,modellatura a tornio
1913,,25,modellatura a tornio
1914,,25,modellatura a tornio
1915,,243,Tecnica non presente in lista
1916,,25,modellatura a tornio
1917,,71,"fusione, battitura a caldo"
1918,,25,modellatura a tornio
1919,,25,a matrice
1920,,25,a matrice
1921,,25,a matrice
1922,,25,a matrice
1923,,25,a matrice
1924,,186,a intaglio
1925,,71,"fusione, battitura a caldo"
1926,,196,Tecnica non presente in lista
1926,,184,"trafilatura, ritaglio, a intreccio"
1927,,25,modellatura a tornio
1928,,25,a matrice
1929,,25,a mano
1930,,25,modellatura a tornio
1931,,25,modellatura a tornio
1932,,25,modellatura a tornio
1933,,25,modellatura a tornio
1934,,25,modellatura a tornio
1935,,25,modellatura a tornio
1936,,25,modellatura a tornio
1937,,25,modellatura a tornio
1938,,25,modellatura a tornio
1939,,25,modellatura a tornio
1940,,25,a matrice
1941,,25,a matrice
1942,,25,a matrice
1943,,25,modellatura a tornio
1944,,25,modellatura a tornio
1945,,25,modellatura a tornio
1946,,25,modellatura a tornio
1947,,184,trafilatura
1947,,272,colatura libera
1948,,184,trafilatura
1948,,272,colatura libera
1949,,25,modellatura a tornio
1950,,25,modellatura a tornio
1951,,25,modellatura a tornio
1952,,25,a matrice
1953,,25,a matrice
1954,,25,a matrice
1955,,25,a mano
1956,,25,a matrice
1957,,25,a matrice
1958,,25,a matrice
1959,,25,a matrice
1960,,25,a matrice
1961,,25,a matrice
1962,,25,a matrice
1963,,25,a matrice
1964,,25,a matrice
1965,,25,a matrice
1966,,25,a matrice
1967,,25,a matrice
1968,,25,a matrice
1969,,25,a matrice
1970,,25,a matrice
1971,,25,a matrice
1972,,25,a matrice
1973,,25,a matrice
1974,,25,a matrice
1975,,184,trafilatura
1975,,272,colatura libera
1976,,184,trafilatura
1976,,272,colatura libera
1977,,272,a stampo
1978,,25,a matrice
1979,,272,colatura libera
1980,,272,colatura libera
1981,,25,a matrice
1982,,272,colatura libera
1983,,272,colatura libera
1984,,25,modellatura a tornio
1985,,25,modellatura a tornio
1986,,71,"fusione, battitura a caldo"
1987,,71,"fusione, battitura a caldo"
1988,,71,"fusione, battitura a caldo"
1989,,71,"fusione, battitura a caldo"
1990,,71,"fusione, battitura a caldo"
1991,,71,"fusione, battitura a caldo"
1992,,71,fusione
1993,,71,fusione
1994,,71,fusione
1995,,71,fusione
1996,,71,fusione
1997,,71,fusione
1998,,71,fusione
1999,,71,"fusione, battitura a caldo"
2000,,71,"fusione, battitura a caldo"
2001,,71,"fusione, battitura a caldo"
2002,,71,"fusione, battitura a caldo"
2003,,71,"fusione, battitura a caldo"
2004,,71,"fusione, battitura a caldo"
2005,,71,"fusione, battitura a caldo"
2006,,71,"fusione, battitura a caldo"
2007,,22,fusione
2008,,22,"fusione, battitura a caldo"
2009,,34,"fusione, battitura a caldo"
2010,,34,"fusione, battitura a caldo"
2011,,34,"fusione, battitura a caldo"
2012,,34,"fusione, battitura a caldo"
2013,,34,"fusione, battitura a caldo"
2014,,34,fusione
2015,,22,fusione
2016,,25,modellatura a tornio
2017,,25,modellatura a tornio
2018,,25,modellatura a tornio
2019,,25,modellatura a tornio
2020,,25,modellatura a tornio
2021,,25,modellatura a tornio
2022,,184,fusione
2023,,25,modellatura a tornio
2024,,25,modellatura a tornio
2025,,25,modellatura a tornio
2026,,25,modellatura a tornio
2027,,25,modellatura a tornio
2028,,25,modellatura a tornio
2029,,25,modellatura a tornio
2030,,25,modellatura a tornio
2031,,25,modellatura a tornio
2032,,25,modellatura a tornio
2033,,25,modellatura a tornio
2034,,25,modellatura a tornio
2035,,25,modellatura a tornio
2036,,103,Tecnica non presente in lista
2037,,25,a matrice
2038,,243,Tecnica non presente in lista
2039,,25,a matrice
2040,,25,a matrice
2041,,25,a matrice
2042,,22,fusione
2043,,22,fusione
2044,,22,fusione
2045,,22,fusione
2046,,34,"fusione, battitura a caldo"
2046,,71,"fusione, battitura a caldo"
2047,,34,fusione
2048,,34,fusione
2049,,34,fusione
2050,,34,fusione
2051,,71,fusione
2052,,34,fusione
2052,,71,battitura a caldo
2053,,34,fusione
2054,,34,fusione
2055,,34,"fusione, argentatura"
2055,,71,"fusione, battitura"
2056,,22,fusione
2057,,71,"fusione, battitura a caldo"
2058,,71,"fusione, battitura a caldo"
2059,,71,"fusione, battitura a caldo"
2060,,71,"fusione, battitura a caldo"
2061,,71,"fusione, battitura a caldo"
2062,,71,"fusione, battitura a caldo"
2063,,71,"fusione, battitura a caldo"
2064,,71,"fusione, battitura a caldo"
2065,,71,"fusione, battitura a caldo"
2066,,71,"fusione, battitura a caldo"
2067,,208,fusione
2068,,25,modellatura a tornio
2069,,25,modellatura a tornio
2070,,25,modellatura a tornio
2071,,25,modellatura a tornio
2072,,25,modellatura a tornio
2073,,25,modellatura a tornio
2074,,25,modellatura a tornio
2075,,25,modellatura a tornio
2076,,25,modellatura a tornio
2077,,25,modellatura a tornio
2078,,25,modellatura a tornio
2079,,25,modellatura a tornio
2080,,25,modellatura a tornio
2081,,25,modellatura a tornio
2082,,25,modellatura a tornio
2083,,25,modellatura a tornio
2084,,25,modellatura a tornio
2085,,26,a intaglio
2086,,243,Tecnica non presente in lista
2087,,34,fusione
2088,,34,fusione
2089,,71,fusione
2090,,22,fusione
2091,,71,fusione
2092,,25,a matrice
2093,,25,Tecnica non presente in lista
2094,,25,modellatura a tornio
2095,,186,a intaglio
2096,,25,modellatura a tornio
2097,,71,fusione
2098,,34,fusione
2099,,186,a intaglio
2100,,272,colatura libera
2101,,25,a matrice
2102,,45,Tecnica non presente in lista
2103,,196,a intaglio
2104,,25,modellatura a tornio
2105,,25,modellatura a tornio
2106,,25,"modellatura a tornio, a matrice"
2107,,25,modellatura a tornio
2108,,25,modellatura a tornio
2109,,272,a stampo
2110,,53,Tecnica non presente in lista
2111,,45,Tecnica non presente in lista
2112,,25,modellatura a tornio
2113,,25,modellatura a tornio
2114,,272,colatura libera
2115,,272,colatura libera
2116,,272,colatura libera
2117,,25,modellatura a tornio
2118,,272,colatura libera
2119,,272,colatura libera
2120,,272,colatura libera
2121,,272,colatura libera
2122,,272,colatura libera
2123,,272,colatura libera
2124,,272,colatura libera
2125,,25,a matrice
